neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,17,1,265,20,2,90
0,12,1,2,0,1,157
1,1,1,5,5,1,189
0,6,0,4,1,3,23
1,2,1,5,39,1,90
0,12,1,5,1,1,0
0,36,1,31,10,1,0
1,23,1,2,0,1,15
0,6,1,2,6,2,346
2,56,0,1,114,1,319
1,2,0,1,0,1,26
1,30,0,5,41,3,228
2,25,0,1,2,33,365
1,8,0,1,56,6,326
0,29,1,4,6,1,92
0,6,1,1,17,1,158
3,172,1,2,131,1,310
0,22,1,1,0,1,17
1,1,1,29,0,96,328
1,2,0,7,3,2,222
0,21,1,2,1,1,24
1,7,1,30,0,3,180
1,19,2,10,0,2,0
0,22,1,5,3,1,0
1,7,1,30,7,91,281
1,28,1,3,8,1,0
1,9,1,1,1,1,0
1,71,0,1,22,1,303
0,15,0,2,2,1,0
0,6,0,3,5,1,0
1,23,1,3,12,1,43
0,12,1,2,2,1,0
1,30,0,3,13,1,174
1,19,0,9,4,1,0
0,6,1,30,0,21,274
1,8,1,30,15,34,285
1,19,0,5,0,1,0
1,2,0,1,2,1,7
1,1,1,30,0,121,189
0,22,0,2,38,6,85
1,7,1,30,0,87,115
1,9,0,7,1,1,0
2,39,0,2,0,1,66
0,0,0,4,1,1,0
0,54,0,1,10,4,365
3,55,0,2,151,2,277
0,21,0,30,2,1,143
1,64,0,14,3,1,36
1,4,0,5,1,1,291
1,14,1,4,0,1,0
1,28,0,1,0,1,0
2,126,0,1,19,4,165
1,7,0,3,56,1,14
0,6,0,1,0,1,0
2,25,1,2,6,1,0
0,15,1,4,5,9,65
0,197,0,4,17,2,17
1,43,1,2,6,327,343
0,73,1,2,38,2,294
0,24,1,2,29,1,80
0,15,1,30,4,1,4
1,1,1,3,48,1,203
1,8,1,30,5,1,271
0,15,0,2,2,1,0
0,12,1,2,39,4,88
1,43,1,2,2,327,317
1,14,1,4,1,1,0
2,56,1,6,0,1,0
1,7,0,2,15,1,33
0,79,1,5,0,1,0
0,21,1,2,207,1,20
0,24,0,2,48,3,276
1,2,0,2,68,3,49
0,12,1,4,40,1,41
0,12,1,8,23,1,297
0,12,0,4,43,3,58
0,6,1,30,77,2,0
0,6,0,2,2,1,0
1,2,2,1,0,1,59
1,1,0,3,1,12,365
0,33,1,2,3,1,0
0,6,0,2,17,3,146
1,28,1,3,1,1,5
1,1,0,3,152,2,229
0,22,0,2,69,6,196
1,1,0,2,2,1,0
1,26,1,3,0,1,0
1,2,1,2,5,1,0
0,12,1,4,82,1,331
2,31,0,1,0,1,0
0,12,0,2,3,1,83
0,6,0,2,34,1,336
0,6,1,1,11,1,365
0,84,1,2,78,1,185
1,45,1,2,2,1,0
0,15,1,3,3,1,17
0,20,0,1,1,1,0
4,80,1,1,0,1,0
1,28,1,1,30,1,42
1,5,1,30,0,96,320
1,14,1,2,17,1,0
1,52,1,1,12,1,206
1,11,1,4,1,1,0
0,6,1,4,16,1,144
4,99,0,2,77,4,171
2,61,1,30,0,2,180
0,24,1,4,40,1,29
0,12,1,2,43,1,102
0,22,0,4,8,1,173
0,33,1,2,6,1,0
0,147,0,2,33,1,20
2,56,0,3,1,1,341
0,117,1,2,3,2,0
1,2,0,5,0,1,0
0,29,0,1,131,2,128
0,22,1,30,46,1,89
1,2,0,2,15,1,140
0,22,0,3,0,5,0
1,5,1,2,5,327,83
2,31,1,30,0,1,333
1,11,1,2,7,1,80
1,28,0,1,59,2,257
0,12,0,4,18,1,341
3,86,0,1,12,1,89
4,59,0,1,31,2,365
1,43,1,2,0,327,289
1,27,1,5,7,2,90
0,21,0,1,86,1,198
0,12,0,2,107,8,84
0,33,1,4,12,1,0
0,12,1,1,128,1,173
1,8,1,3,2,1,0
1,64,1,2,44,1,110
3,185,0,3,1,2,10
1,14,1,3,1,1,296
0,12,0,1,2,3,346
0,21,1,6,9,1,53
0,22,1,3,5,2,0
1,51,0,10,1,1,0
0,12,1,6,7,1,0
1,8,1,2,0,1,0
0,6,0,15,2,1,0
0,12,0,2,52,3,62
0,21,1,2,102,1,256
0,6,0,1,22,1,12
0,6,0,2,6,1,89
0,22,0,3,219,1,286
1,26,1,3,2,1,2
0,24,1,3,33,1,241
1,102,0,3,0,1,0
1,45,1,10,0,1,0
0,24,2,1,0,6,224
1,77,0,4,22,1,3
0,20,0,3,0,1,0
0,6,1,3,77,1,17
1,7,1,1,130,1,174
0,12,1,2,64,1,257
0,15,1,28,18,1,265
1,19,1,1,0,1,0
1,28,0,1,1,1,0
1,4,1,5,0,1,205
1,8,0,30,76,1,0
1,1,1,30,13,14,331
0,21,0,1,1,5,333
1,11,1,30,0,232,273
1,8,0,3,11,1,17
2,103,0,1,296,2,234
2,81,1,3,48,2,301
2,56,0,1,11,1,9
1,7,1,2,73,1,56
1,64,1,2,15,1,0
1,4,0,1,0,1,365
0,12,1,3,56,1,18
2,49,0,2,10,2,364
1,7,1,3,25,1,0
0,15,1,3,15,1,0
2,31,0,30,0,15,22
1,43,1,30,0,87,365
0,29,0,1,90,1,345
1,45,0,1,46,1,363
1,1,1,7,0,1,0
1,1,1,3,0,1,0
1,11,1,3,6,1,0
1,28,1,3,8,1,0
2,25,1,2,50,1,161
1,45,0,3,0,1,0
0,12,0,1,59,1,44
1,14,1,1,2,1,0
0,32,1,4,71,1,230
0,12,0,3,2,1,0
1,26,1,2,0,1,0
1,4,1,4,67,3,242
1,28,0,4,4,1,143
1,8,1,4,7,1,0
1,43,1,1,1,1,82
1,7,1,2,44,3,70
0,21,1,2,8,5,342
0,6,0,1,1,1,27
0,32,1,4,4,1,185
0,22,1,1,0,1,12
1,28,1,3,4,1,315
0,73,0,2,2,1,250
0,12,0,3,179,2,136
1,7,1,2,4,1,0
1,4,1,1,16,5,56
2,25,1,5,1,1,0
1,14,1,30,0,87,273
2,83,0,2,43,2,33
1,2,0,4,1,1,0
0,6,1,2,21,1,164
0,38,1,2,116,1,260
0,111,0,2,1,1,25
1,23,1,60,9,1,210
2,180,0,3,11,1,135
0,33,1,2,8,1,0
1,19,0,60,0,1,90
0,21,0,1,2,1,0
0,21,0,1,0,2,0
1,28,1,2,1,1,0
0,12,1,2,5,1,179
0,3,1,6,0,1,0
0,15,0,7,0,1,0
1,8,0,1,14,1,0
1,19,1,1,105,1,306
0,12,0,2,10,1,0
1,28,1,6,7,1,100
0,24,1,1,0,1,0
1,2,0,5,1,1,0
2,37,2,1,0,1,0
1,52,0,2,79,1,43
1,14,1,2,2,1,0
1,68,1,3,21,1,7
1,8,1,30,0,9,311
1,68,1,7,9,1,0
1,23,1,6,5,1,12
0,16,1,2,2,1,0
1,14,1,30,0,232,211
1,26,1,3,2,1,0
0,22,0,1,0,1,0
1,8,0,1,3,2,0
0,79,0,1,51,5,273
1,8,1,3,28,1,158
0,15,1,3,10,1,188
1,28,1,3,10,2,365
0,21,0,21,0,1,0
1,2,0,6,40,2,329
1,5,1,30,0,8,342
1,14,1,30,1,87,340
1,60,1,2,0,1,0
0,21,0,3,0,2,13
1,19,1,2,3,1,0
0,12,0,2,3,1,6
1,28,1,1,234,2,164
0,6,1,28,3,5,312
0,6,0,5,1,2,189
1,19,1,4,14,1,16
0,6,0,2,1,1,0
1,1,1,28,0,49,257
0,24,0,1,24,1,0
1,7,0,1,0,1,0
0,12,0,3,2,1,0
0,0,0,1,1,2,0
2,37,0,2,0,7,0
0,6,0,2,1,1,0
1,26,1,1,42,1,8
1,2,0,1,9,1,364
1,2,0,3,50,1,7
4,181,0,2,40,2,339
1,14,1,4,49,2,279
1,101,1,30,0,1,31
0,20,1,24,1,1,0
1,8,0,3,13,1,0
1,8,1,3,33,1,128
0,70,1,3,1,4,4
2,39,0,7,0,1,179
1,4,1,3,1,1,0
0,21,1,2,117,1,51
0,20,0,5,7,1,300
1,4,1,30,3,103,219
2,94,0,2,18,1,0
1,28,0,1,0,1,0
0,6,0,2,0,1,220
1,7,1,45,1,1,56
0,34,1,1,3,1,0
0,21,0,1,2,1,0
0,10,1,2,83,3,201
0,21,0,4,0,1,0
1,28,0,8,0,2,77
0,12,0,2,0,1,0
1,28,0,3,55,5,156
1,19,0,3,26,1,0
1,2,1,1,3,1,0
1,48,1,1,0,33,179
1,43,1,3,5,1,0
0,12,1,3,9,1,0
1,19,0,1,414,2,231
1,53,1,1,67,1,189
1,14,1,3,1,2,0
1,2,0,3,0,6,365
4,59,1,2,13,1,0
1,30,1,2,16,1,51
0,17,0,7,1,1,0
1,26,2,4,0,1,0
0,6,0,7,2,3,0
0,34,1,2,103,1,299
1,2,0,1,4,3,211
1,2,1,10,7,1,8
1,43,1,300,0,1,0
0,100,1,2,30,1,345
0,12,0,2,30,3,0
4,138,1,2,79,1,267
0,21,0,2,0,1,0
2,25,0,1,4,1,0
4,142,0,3,0,1,365
1,8,1,1,0,12,124
1,7,2,2,0,1,0
0,54,0,30,0,1,300
0,10,0,1,199,2,142
0,12,0,2,162,3,332
0,6,1,5,13,1,3
2,25,1,3,11,1,296
1,4,0,3,21,1,46
1,2,1,2,1,1,0
2,87,0,2,43,1,0
0,3,1,5,9,1,0
1,2,0,3,36,1,47
1,71,0,7,0,1,0
1,8,0,2,2,1,0
1,1,1,30,0,49,365
1,7,1,3,1,1,39
0,12,0,5,15,2,288
0,6,0,1,284,7,67
1,7,1,5,49,2,251
0,70,1,2,54,2,255
0,21,0,2,5,1,206
0,15,1,15,0,1,0
1,2,0,2,66,1,0
1,2,1,4,4,1,0
1,45,1,4,0,1,0
0,12,0,3,0,1,0
1,2,0,2,12,4,45
1,52,0,1,43,1,145
0,54,0,1,2,2,0
1,30,0,1,113,1,266
0,15,1,3,21,1,327
0,21,0,2,90,1,308
2,56,0,31,5,18,310
0,21,1,3,3,1,0
0,6,1,30,12,7,0
0,36,1,2,18,1,61
1,5,1,30,1,50,320
1,19,0,3,51,3,0
0,6,0,2,6,1,52
0,6,0,4,2,1,0
0,6,0,30,1,2,253
0,33,1,1,0,1,0
2,162,0,2,5,6,306
1,14,0,1,0,1,0
1,7,2,1,30,2,335
1,19,1,1,45,1,287
0,21,1,2,31,1,0
0,3,1,3,127,1,290
1,28,0,2,7,2,66
1,28,1,30,0,49,365
1,4,1,5,2,2,1
0,12,0,2,26,1,221
1,23,1,2,16,1,2
3,41,0,1,0,2,365
4,177,0,2,54,2,313
1,7,1,31,0,5,322
4,173,1,3,1,1,336
0,6,0,1,15,1,189
0,12,1,4,42,1,126
0,54,0,2,7,5,0
0,12,0,14,0,1,0
0,82,1,3,21,1,160
1,19,0,2,11,1,0
1,28,1,20,0,1,337
1,26,1,30,0,8,365
1,26,1,2,0,1,254
0,12,0,1,13,1,0
0,12,0,4,0,1,0
1,4,1,4,0,1,121
1,30,0,3,49,1,275
1,4,1,2,52,1,3
0,20,0,3,59,1,99
1,28,1,7,0,1,365
0,6,1,3,0,1,89
1,14,1,2,3,1,0
0,3,1,2,62,2,294
0,24,1,2,131,1,273
1,19,1,1,80,3,21
0,20,0,1,0,33,365
2,56,0,7,2,1,66
0,12,0,3,207,2,284
1,19,0,2,2,1,0
1,7,1,2,136,1,253
0,24,1,3,1,1,363
4,72,0,3,258,2,276
1,7,1,7,33,1,0
0,21,1,30,0,1,352
1,2,0,1,3,3,3
0,21,0,6,13,1,0
1,8,1,7,0,1,0
1,28,1,30,0,33,334
2,152,0,4,3,1,69
0,21,0,14,0,1,0
1,5,0,1,0,1,0
0,15,1,3,7,1,0
0,12,1,2,6,1,0
0,13,0,10,1,1,0
0,20,0,2,32,1,70
4,150,1,2,45,1,289
0,12,1,7,69,1,261
1,14,1,2,10,1,271
0,6,1,30,5,1,363
1,23,0,1,9,1,0
2,126,1,2,4,1,338
1,30,1,2,9,1,157
1,28,0,3,29,1,75
1,28,1,1,0,1,0
0,13,1,2,11,1,0
1,19,1,30,1,87,356
0,21,0,14,0,1,0
2,56,0,2,108,3,20
0,113,0,1,16,1,66
2,25,1,30,0,1,0
0,12,0,4,3,2,0
2,85,0,1,0,1,8
1,1,1,1,36,1,354
1,1,1,1,202,3,211
0,6,0,1,4,2,166
0,6,1,1,1,1,0
1,7,0,2,30,1,162
1,1,0,2,0,11,207
0,15,1,3,0,1,0
1,8,1,10,0,1,0
1,60,0,3,17,2,86
1,7,1,30,0,65,364
0,21,0,3,72,1,179
0,12,1,1,0,1,0
0,13,1,30,15,1,189
0,6,1,3,227,2,163
0,21,0,7,2,1,0
1,52,1,1,1,1,0
1,43,0,1,3,1,0
0,15,1,5,9,2,225
0,15,1,5,5,1,0
1,23,1,1,285,1,8
1,8,0,4,1,1,0
1,71,0,1,8,1,0
1,1,1,3,7,1,0
0,12,0,2,7,1,0
1,8,0,4,5,1,0
1,23,0,2,12,1,0
1,2,0,2,15,1,361
1,1,1,30,3,52,365
0,6,0,3,36,1,0
1,7,0,4,10,1,0
1,2,0,1,2,1,0
0,12,1,1,4,1,72
0,6,0,1,7,1,0
0,79,1,2,5,1,0
2,56,0,3,2,1,364
1,4,0,30,1,103,199
0,3,1,3,16,1,96
1,27,1,5,51,1,347
0,24,1,3,0,1,0
1,60,0,7,0,1,0
3,196,0,1,38,1,308
1,2,1,3,29,2,0
1,11,0,1,0,1,0
1,2,0,1,107,1,304
0,12,0,3,2,1,223
0,10,1,2,88,1,0
0,24,0,2,102,2,347
1,45,1,3,0,1,0
0,12,0,1,118,1,327
1,2,0,5,42,3,348
0,79,1,30,5,21,328
1,28,1,5,117,3,187
1,2,0,1,55,1,57
1,28,1,2,66,1,347
2,44,0,7,0,1,0
0,6,0,2,1,1,0
0,79,0,4,0,1,0
1,1,0,3,0,1,0
1,45,2,4,0,1,0
0,12,0,1,0,1,0
0,13,1,2,3,1,28
1,28,1,30,3,29,315
0,15,1,3,0,2,0
0,6,0,2,3,1,0
1,1,1,3,18,1,0
1,64,1,5,7,1,0
0,20,2,30,1,10,364
0,24,0,2,90,2,0
1,11,1,2,3,1,2
0,12,0,1,1,1,89
0,13,0,30,0,25,257
2,116,0,2,16,2,6
2,103,0,1,7,5,73
0,6,1,30,131,1,336
0,35,0,8,10,1,85
1,23,1,4,1,1,0
1,2,0,6,21,1,87
0,6,0,15,0,5,342
1,19,1,3,265,2,355
0,22,1,2,0,2,71
1,8,1,1,7,1,0
0,36,0,2,4,2,0
1,45,1,14,3,1,0
0,6,2,30,4,10,327
2,180,0,3,4,1,180
1,26,1,1,4,9,298
1,4,0,2,53,4,0
1,8,1,2,72,1,27
0,96,1,1,0,2,167
2,31,1,2,2,1,5
1,43,1,29,0,327,325
1,14,0,1,200,4,60
1,28,1,2,14,1,0
0,6,1,5,13,1,0
0,33,1,5,40,1,88
0,21,1,1,28,1,30
0,79,0,2,0,1,61
0,13,0,2,54,1,0
1,30,0,3,122,1,199
0,21,1,2,23,1,227
1,2,0,14,3,2,125
1,4,1,2,2,1,7
0,6,0,1,21,1,114
1,14,1,3,3,1,345
2,106,1,3,15,1,290
0,3,1,4,10,1,0
1,50,1,3,99,1,110
2,159,0,30,0,43,354
0,3,1,3,2,1,0
1,7,1,5,42,1,80
1,7,1,2,17,1,229
0,12,1,15,1,1,29
1,2,0,2,38,1,0
0,10,0,4,28,2,99
2,31,0,30,2,15,5
1,28,1,5,8,1,270
0,22,0,2,3,1,65
0,6,1,3,47,2,23
0,12,0,4,7,2,364
0,16,1,3,23,1,285
2,44,1,18,0,2,347
1,48,1,14,17,1,233
0,10,0,2,1,1,36
1,43,1,29,1,96,214
0,35,0,1,9,1,189
1,8,1,1,20,1,0
0,24,0,2,9,1,0
1,26,1,10,2,1,81
1,8,1,3,45,1,211
1,1,1,3,1,1,365
1,4,1,3,0,1,22
0,16,1,2,2,1,1
2,63,0,1,86,1,344
1,2,0,1,6,1,0
0,6,0,1,5,1,188
1,2,1,10,0,1,0
1,30,0,1,4,3,71
1,19,1,5,2,1,160
0,12,0,2,37,2,89
1,9,1,30,76,2,294
1,9,1,2,19,1,179
3,41,1,2,0,1,365
0,16,0,2,57,1,354
0,12,1,7,2,1,0
1,2,1,2,2,1,0
1,28,0,2,9,1,0
1,50,1,7,11,1,0
1,1,0,1,0,3,221
1,1,0,7,1,3,0
0,12,1,5,21,1,0
0,21,0,1,18,1,19
1,7,0,1,79,12,241
1,19,0,6,10,1,36
0,15,0,30,3,1,136
0,15,1,4,15,1,15
0,12,1,30,0,7,126
1,9,1,2,4,1,0
0,20,0,1,4,1,0
0,16,1,4,22,1,13
1,14,1,4,107,1,27
1,28,1,30,8,34,339
1,26,0,3,174,1,194
1,2,1,2,14,1,33
0,73,0,1,0,1,0
1,8,1,2,8,1,24
1,7,0,2,12,1,37
0,20,1,1,43,1,0
2,124,0,2,5,5,344
0,12,0,3,0,1,0
0,3,0,1,2,1,0
0,123,1,2,1,2,325
0,12,0,1,2,2,0
0,54,0,7,0,9,365
1,7,1,30,3,20,289
0,6,0,7,0,1,0
1,7,1,4,0,1,0
2,31,0,7,1,1,364
1,7,1,30,0,65,275
1,19,0,3,34,1,3
0,20,0,7,38,1,10
0,6,1,4,68,2,247
1,28,1,30,3,1,156
0,34,0,1,0,1,0
1,48,1,6,0,1,0
0,12,0,2,1,1,10
1,1,2,1,1,1,0
1,28,1,4,1,1,0
0,12,1,20,10,1,45
1,5,1,1,15,1,0
1,19,1,2,1,1,6
0,22,1,5,3,2,231
0,12,1,1,58,2,287
0,6,0,2,0,1,0
0,12,1,30,0,1,262
1,28,0,14,7,1,29
1,8,0,2,272,3,133
1,14,1,1,1,3,210
1,8,0,6,3,1,0
1,28,0,1,1,1,0
2,37,0,3,1,3,336
1,26,1,1,13,1,233
1,7,1,3,0,2,361
2,116,1,1,2,1,0
1,28,0,30,1,6,43
1,8,1,7,4,1,0
1,14,1,3,5,1,164
1,7,0,3,6,3,0
2,39,1,5,2,1,0
0,6,1,3,2,1,0
0,6,0,2,10,6,249
0,6,1,3,10,1,0
2,49,1,1,0,1,0
0,6,1,4,64,2,315
0,75,1,4,3,3,295
0,54,0,2,23,1,311
2,201,0,1,0,3,89
1,2,1,5,17,1,3
1,9,0,7,1,1,0
0,21,2,30,0,14,320
0,13,1,3,20,1,323
1,8,1,4,75,2,8
1,27,1,30,1,87,365
0,34,0,3,2,1,0
1,52,1,1,37,1,19
0,21,0,3,33,1,7
1,45,0,1,0,1,0
1,7,1,3,1,1,267
1,9,0,1,4,1,0
0,21,0,2,38,5,0
0,33,0,1,20,4,162
0,15,1,4,3,1,7
0,54,0,2,3,1,176
0,6,1,2,31,1,166
2,37,0,2,0,1,95
0,70,0,1,1,1,0
1,7,1,3,0,1,0
2,116,0,5,6,5,308
0,21,0,9,0,3,0
2,56,1,1,0,1,0
0,12,1,4,17,1,170
2,63,0,1,3,1,322
0,20,0,5,0,3,0
1,7,0,2,5,3,0
1,2,1,14,2,1,0
1,4,1,5,15,1,46
1,28,0,2,12,1,2
2,37,0,1,116,2,0
1,1,1,30,1,96,343
1,19,1,5,16,1,1
1,23,1,4,2,2,0
2,25,1,5,4,1,7
1,28,1,2,8,2,3
0,16,0,15,4,1,0
0,21,0,2,6,1,356
1,5,1,5,0,1,0
2,56,2,1,17,7,313
1,2,0,4,68,2,102
0,21,0,5,1,1,0
1,8,1,14,0,1,15
1,11,1,4,1,1,6
0,15,1,6,0,1,5
2,39,1,30,9,2,365
1,30,0,30,9,2,365
4,141,0,2,3,1,364
1,14,0,1,3,9,269
0,12,1,3,14,1,119
1,14,1,30,0,1,167
0,21,0,1,0,1,0
1,8,1,30,2,87,45
0,6,0,2,18,1,310
1,28,0,14,0,2,0
1,19,0,3,0,1,170
2,152,1,3,29,3,179
1,2,0,30,1,8,318
2,39,1,30,6,1,45
1,7,1,5,1,1,11
1,7,1,2,41,5,169
1,27,0,3,1,3,86
0,21,1,2,169,1,26
0,15,0,3,100,2,0
1,1,0,1,140,3,321
1,1,0,3,0,1,0
0,13,1,2,8,2,11
0,15,1,5,0,2,0
0,12,1,3,3,1,12
0,82,1,1,0,1,0
1,45,1,5,9,1,329
0,21,1,3,0,1,0
1,30,1,2,0,1,37
0,3,0,5,2,1,0
0,79,1,2,4,2,296
1,2,0,10,57,1,6
1,7,1,29,0,327,331
1,8,1,5,0,1,0
1,8,0,10,0,1,0
0,22,1,2,5,1,0
2,56,1,3,1,2,0
0,15,1,2,3,2,364
0,12,1,2,5,1,0
1,2,1,1,0,3,365
1,2,1,3,0,1,0
0,12,1,7,2,1,0
0,21,0,2,16,5,0
1,7,0,2,19,1,166
0,24,1,3,88,1,248
1,4,1,2,98,1,237
0,10,1,3,136,1,301
0,6,1,3,138,1,254
0,20,0,2,131,2,120
1,27,1,2,10,1,0
0,21,2,30,0,4,0
0,21,0,1,8,1,3
1,1,1,4,77,1,0
1,18,1,1,2,1,188
0,15,0,3,0,1,0
1,7,0,3,1,2,30
0,15,0,1,1,1,0
1,8,1,7,9,1,19
1,8,1,6,21,1,116
0,22,0,1,41,5,335
0,29,1,15,2,1,57
1,19,1,3,7,1,0
1,23,0,1,66,3,334
1,2,0,4,27,1,196
1,28,1,31,7,33,345
0,79,1,30,0,1,337
1,1,1,1,136,1,248
0,21,1,30,28,2,87
0,6,0,3,102,6,364
1,19,0,1,7,7,1
1,43,0,7,23,1,116
1,9,0,1,51,3,92
2,31,1,1,161,1,287
0,21,1,2,60,1,39
1,11,1,2,2,1,0
2,121,0,1,61,6,274
0,15,1,3,60,1,37
0,15,1,15,0,1,0
0,70,0,2,1,4,354
1,8,0,2,17,1,126
2,31,0,4,49,2,211
2,81,0,30,0,37,0
0,13,1,30,38,2,5
0,6,1,1,0,1,0
1,1,1,7,3,2,155
0,135,1,3,35,1,0
0,12,1,2,0,2,0
0,21,0,5,1,1,0
0,3,1,2,1,1,0
1,19,1,7,0,1,0
2,56,1,2,4,1,0
0,6,1,3,36,1,89
0,15,0,1,8,1,8
1,1,1,30,0,23,364
1,2,0,30,1,2,365
0,12,0,1,91,2,12
1,7,1,4,0,1,59
1,28,1,30,6,29,255
2,63,0,2,78,1,0
0,20,1,4,0,2,177
0,36,1,1,2,1,0
2,81,0,1,1,3,364
0,22,0,10,0,1,0
0,13,1,3,4,1,48
1,11,1,2,14,1,0
1,28,0,1,120,4,147
0,13,1,3,16,1,103
1,19,1,5,0,1,0
1,51,0,1,46,1,27
1,14,1,30,1,2,292
1,2,0,3,14,3,20
0,6,1,2,122,1,70
1,4,1,7,64,2,184
0,12,1,3,10,1,280
0,0,1,30,1,1,16
1,4,1,5,2,1,0
1,1,1,29,1,31,143
0,12,0,2,2,1,0
0,15,0,5,1,2,0
1,52,1,10,2,1,0
0,38,1,10,3,1,0
1,4,1,3,29,1,63
0,76,1,1,287,1,308
1,8,1,30,0,7,365
1,71,0,1,2,7,298
0,12,1,2,2,1,81
1,51,1,5,3,1,0
1,1,1,30,0,87,332
0,3,1,2,1,1,0
4,182,0,30,0,1,68
1,43,0,1,1,1,0
0,15,0,1,2,2,365
1,7,1,5,13,1,0
0,79,0,2,39,1,31
1,2,0,2,9,3,72
0,20,2,30,0,10,343
1,4,0,4,37,1,0
0,90,2,3,1,1,87
0,21,0,2,5,3,317
1,11,1,5,1,1,0
1,2,0,1,1,3,179
1,2,0,2,4,1,0
1,1,0,1,51,2,29
0,73,1,3,2,3,363
0,35,0,4,9,5,365
1,2,1,1,64,1,135
1,11,1,45,134,1,312
0,6,1,3,2,1,0
4,80,1,3,1,1,20
0,6,0,15,0,14,0
1,19,1,1,178,1,0
0,22,0,2,0,1,0
0,12,1,4,2,1,0
1,28,1,2,0,1,0
1,8,1,30,9,34,339
1,9,1,1,23,1,23
1,8,1,3,2,2,40
1,7,1,1,0,1,0
1,19,1,7,12,2,128
2,44,0,3,5,1,0
0,3,1,1,9,1,0
1,28,0,5,1,2,0
1,64,0,30,0,5,125
0,6,1,3,115,1,243
0,24,0,1,19,2,0
0,21,2,30,0,8,365
2,81,1,1,23,2,144
0,20,1,28,12,1,0
0,15,1,4,2,1,84
1,11,1,2,11,1,49
1,19,1,11,5,1,0
2,25,1,2,2,1,41
0,12,0,2,14,1,18
0,16,1,7,0,1,0
4,59,1,2,46,1,10
0,15,0,7,0,3,59
0,38,1,1,8,1,158
0,6,1,3,52,1,185
1,2,1,4,22,1,0
1,11,0,3,2,2,0
3,110,0,1,40,2,86
4,57,1,2,27,1,153
1,19,1,1,0,1,33
1,77,0,3,82,2,90
2,112,0,1,3,2,322
4,142,0,2,0,1,9
1,8,0,30,0,32,51
1,1,1,5,0,1,10
0,16,1,3,2,1,0
2,184,0,1,76,1,324
0,6,0,1,18,1,362
0,29,1,30,66,2,159
0,15,0,2,26,1,79
4,59,0,2,108,2,302
1,28,2,1,1,1,170
0,67,1,3,4,1,167
0,6,0,3,2,1,0
1,7,1,1,0,1,0
0,15,0,4,2,1,0
0,15,0,2,115,5,352
0,20,0,3,1,1,87
1,8,0,3,4,1,16
0,6,0,2,27,2,40
0,12,0,3,1,1,0
0,22,0,1,12,1,90
0,15,0,1,16,1,0
1,7,1,4,16,1,59
0,15,0,1,1,3,0
1,23,1,2,25,1,200
1,28,2,30,20,6,258
3,86,0,4,39,8,347
1,52,1,5,3,1,0
2,56,0,1,0,1,0
0,12,1,4,62,2,170
1,2,0,1,439,2,238
0,20,0,1,4,1,0
0,15,1,1,215,3,348
1,7,0,1,0,10,343
2,46,0,1,68,6,153
0,15,1,3,0,1,73
1,30,1,2,1,2,0
2,83,1,4,0,3,135
1,7,1,3,99,2,246
1,2,1,3,141,3,258
1,7,1,1,186,1,193
2,49,0,2,4,1,0
1,19,1,3,7,1,80
0,13,0,2,55,3,13
4,209,1,2,35,2,129
2,44,0,7,0,1,0
0,6,1,3,6,1,0
1,4,1,5,0,1,0
1,52,1,5,70,1,240
1,14,0,1,1,1,0
0,12,0,3,4,1,63
0,12,0,3,125,1,134
0,12,0,5,6,2,0
0,21,1,15,22,1,0
0,12,1,1,0,1,0
0,33,1,3,51,1,288
0,0,0,1,45,2,365
0,113,1,1,68,1,74
1,4,1,5,1,1,0
0,3,0,1,33,1,0
0,10,1,1,32,1,0
1,23,0,2,0,1,0
0,12,0,3,1,1,0
1,19,1,2,0,1,0
1,8,0,10,0,1,0
0,20,1,4,0,1,177
0,38,0,3,2,1,0
2,85,0,2,3,2,186
0,21,1,2,116,1,365
0,21,1,2,113,2,6
0,20,1,2,2,2,0
1,28,0,3,14,1,36
0,54,1,3,55,1,171
0,6,0,1,0,1,0
1,4,2,1,2,2,170
2,44,0,10,8,1,36
0,29,1,3,2,1,0
2,63,0,1,1,2,363
2,56,1,3,86,2,248
0,6,2,5,120,4,0
0,12,0,1,62,2,58
1,9,0,5,8,3,318
1,7,0,7,6,47,328
1,1,1,28,2,49,224
0,6,1,4,39,1,29
1,28,1,15,5,1,1
1,8,0,1,11,2,0
2,31,1,2,93,1,34
1,2,0,2,93,1,215
0,21,0,2,17,2,68
1,11,1,2,18,1,35
0,6,0,1,1,1,0
2,44,0,30,0,10,365
1,1,1,3,0,1,0
1,19,0,3,17,2,43
3,158,0,2,12,3,279
0,79,1,2,130,2,306
0,12,0,4,1,2,0
2,46,1,1,91,2,57
1,27,1,2,17,3,281
1,7,0,2,66,1,89
1,4,1,7,0,1,0
0,21,0,3,26,3,170
0,6,1,3,63,2,5
1,11,1,2,23,1,0
1,8,0,1,84,1,301
0,6,0,2,27,1,272
1,19,0,3,45,3,6
2,56,2,1,1,1,363
1,19,0,26,0,1,0
0,13,1,7,11,2,173
0,100,1,1,82,1,302
0,6,1,2,133,1,34
2,85,0,3,9,1,90
1,28,1,1,36,1,358
1,45,1,2,7,1,0
1,2,0,28,42,1,16
1,28,1,2,102,1,35
1,18,0,3,1,8,258
1,2,1,2,18,1,123
2,39,1,1,172,1,234
2,49,1,3,0,2,21
