neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
3,110,0,1,2,4,360
0,21,0,1,7,1,0
0,20,0,2,13,3,282
0,22,0,3,20,1,131
1,1,1,1,11,17,221
1,4,1,1,8,1,0
1,8,0,1,1,2,188
0,12,0,5,14,2,10
1,23,0,2,58,1,0
0,21,0,10,19,1,0
1,8,1,3,0,1,10
2,116,2,2,2,2,34
1,8,1,2,12,1,5
1,2,1,30,23,1,0
1,9,1,2,167,1,261
0,10,1,5,29,1,74
1,4,1,2,0,1,34
1,7,1,2,53,1,150
1,2,1,2,3,1,0
0,22,0,1,1,2,250
1,30,1,1,15,1,170
1,14,1,4,35,1,79
1,64,0,3,2,1,55
0,20,1,3,2,1,0
0,33,0,1,12,1,0
1,28,1,2,3,1,0
0,24,1,3,11,1,0
0,38,0,1,201,4,5
4,133,0,2,3,2,0
0,70,1,1,7,6,177
0,67,0,3,67,2,40
1,7,0,1,6,1,365
1,27,1,3,79,1,28
1,9,1,5,0,1,165
1,19,0,1,3,2,0
0,6,1,3,86,1,25
0,22,0,2,44,1,1
0,15,1,7,0,1,0
1,27,0,1,14,1,0
0,84,0,3,23,3,321
0,21,1,3,58,2,2
1,2,1,3,2,1,0
2,37,1,30,1,15,303
1,52,0,7,0,1,15
0,12,0,2,15,1,188
0,33,1,4,61,1,15
0,34,0,7,0,1,0
0,12,0,1,1,1,0
1,1,1,3,14,3,89
0,137,1,4,0,1,19
0,6,0,3,1,1,0
1,2,0,4,3,2,0
2,103,1,1,18,2,141
0,24,1,4,115,1,312
0,21,1,1,24,1,296
0,123,1,3,17,1,6
1,43,0,3,3,2,0
2,121,1,3,19,1,104
0,12,0,1,6,3,364
2,83,0,3,12,1,5
0,21,0,2,93,5,202
0,70,1,6,30,1,0
2,46,1,1,259,1,307
0,15,0,1,0,1,0
1,7,0,1,75,1,134
0,12,0,1,0,4,0
1,19,1,7,4,1,56
1,50,1,7,1,1,0
0,20,0,2,26,2,6
0,12,0,4,1,2,0
2,81,0,1,2,1,33
1,14,1,14,1,1,88
1,19,0,4,9,1,48
0,24,0,3,4,1,331
0,70,0,2,3,4,353
1,1,1,1,3,1,270
4,136,0,1,114,1,0
0,113,1,3,0,1,0
0,6,0,1,296,7,59
0,15,1,1,0,1,0
0,33,1,4,4,2,0
1,71,1,30,1,121,306
1,19,1,4,1,1,0
1,27,0,3,3,1,363
1,18,0,5,6,9,323
0,13,0,30,1,25,322
0,3,1,3,4,1,0
1,27,1,10,10,1,33
0,111,0,1,9,8,0
0,12,1,30,63,1,321
0,193,1,6,0,1,297
1,2,0,2,3,2,0
0,12,0,30,16,2,190
0,6,1,1,27,1,39
1,14,0,2,41,4,316
1,4,0,1,39,3,306
0,6,0,2,180,1,0
0,20,0,7,25,1,16
1,2,0,1,60,1,101
2,37,1,3,50,1,40
1,23,0,1,0,1,0
1,2,1,1,11,1,0
1,2,0,3,211,1,6
0,22,0,10,1,2,0
1,1,1,1,0,2,0
1,26,1,1,0,1,0
2,87,0,1,2,10,127
1,2,1,4,20,3,310
0,12,1,6,2,1,49
1,28,1,5,0,1,0
0,22,1,7,0,1,16
2,56,1,2,128,1,255
1,8,1,5,8,1,27
2,25,1,3,9,1,0
3,172,0,3,23,1,172
0,16,1,2,7,1,0
0,15,1,3,143,1,23
1,7,0,2,61,4,95
1,18,1,3,4,1,0
0,54,0,1,24,2,0
1,8,0,1,7,2,188
0,21,0,2,2,1,0
0,21,1,3,3,1,26
1,26,1,3,116,1,261
1,19,1,4,26,1,0
1,23,0,1,3,2,11
1,18,1,15,0,1,0
1,19,1,2,1,1,0
0,15,0,1,1,1,0
1,2,0,1,1,1,59
0,6,1,2,149,1,142
0,20,0,7,11,1,0
0,21,1,30,1,26,31
0,12,1,4,0,1,0
0,6,0,4,0,1,179
1,2,1,5,22,1,362
0,12,0,1,46,2,192
1,28,1,3,30,1,4
2,25,0,3,16,2,3
1,2,0,2,11,2,64
2,39,1,30,3,2,357
1,19,1,4,1,1,0
1,26,0,7,1,1,332
3,206,1,3,11,3,333
1,30,0,15,36,1,307
1,28,1,1,37,7,352
0,21,0,1,49,3,105
1,23,1,1,2,1,0
1,43,1,29,0,96,322
1,64,0,30,0,5,137
0,12,1,7,2,1,263
1,28,1,1,3,1,0
1,14,1,1,0,1,0
1,2,1,4,2,1,4
1,28,0,9,12,3,160
1,28,1,5,9,1,164
1,14,0,1,53,1,33
1,9,0,4,9,1,89
1,14,1,5,13,2,14
1,45,0,6,1,1,252
0,21,0,14,0,1,0
0,12,1,2,2,1,288
0,12,0,2,98,2,264
2,152,0,1,1,1,89
0,54,1,5,0,2,8
1,2,0,30,2,1,183
0,6,1,3,44,5,363
1,2,1,2,23,2,16
1,1,1,30,0,4,339
1,19,1,4,3,1,0
1,4,0,3,0,1,0
0,22,0,2,7,1,155
1,2,0,5,7,6,24
1,2,0,2,0,1,0
2,37,1,1,22,6,265
0,20,0,2,8,1,0
1,14,1,3,10,1,0
0,12,0,7,5,1,3
0,21,0,5,48,1,341
0,12,1,2,132,1,257
0,6,0,15,1,5,343
1,1,1,2,7,1,257
1,7,0,1,155,3,179
1,43,1,30,0,6,317
1,8,1,30,1,25,0
2,25,0,2,14,1,112
0,15,1,4,15,1,13
2,56,0,2,62,3,67
2,31,0,10,1,1,0
1,2,0,1,6,1,0
1,26,1,30,9,91,342
0,100,0,1,7,2,126
1,8,0,5,3,1,66
1,4,0,1,63,1,12
1,71,1,10,1,1,0
0,12,0,2,9,3,0
0,20,1,8,1,1,0
1,2,0,2,18,1,55
0,17,1,2,186,2,230
1,19,1,3,0,1,361
1,23,0,1,41,3,274
1,30,0,2,26,1,280
1,7,1,3,0,1,0
1,7,1,2,0,1,304
4,144,0,3,0,2,0
0,6,1,5,77,1,112
4,114,1,4,0,1,290
2,81,1,6,1,1,0
1,5,1,3,4,1,270
1,7,1,2,3,1,212
1,14,1,2,0,1,9
0,20,1,90,1,1,35
1,19,0,3,23,1,9
0,12,0,999,24,6,249
0,0,1,5,11,1,34
1,4,0,4,23,1,80
0,12,1,3,2,1,0
1,9,0,3,153,1,238
0,79,1,3,73,1,131
1,19,1,2,23,1,27
2,61,1,1,0,3,0
1,26,1,30,2,52,342
2,39,2,3,0,12,360
0,21,0,1,0,1,341
1,1,1,30,1,4,151
2,81,0,1,2,1,0
1,8,0,3,5,2,158
0,12,0,2,3,1,0
0,6,1,7,14,1,13
2,39,0,1,74,1,0
0,21,0,4,1,1,0
2,49,1,4,2,1,0
0,12,0,21,62,2,96
2,25,0,3,1,1,0
2,124,0,2,25,2,152
0,21,1,5,1,1,5
0,12,0,2,5,1,0
0,12,0,1,0,1,0
1,28,1,30,0,232,157
1,28,1,1,4,1,0
0,12,0,2,2,1,0
1,11,1,5,44,1,180
2,44,0,2,2,1,0
2,160,1,2,2,1,354
0,34,0,7,1,1,0
1,1,1,30,8,12,267
1,19,1,1,8,1,352
0,20,0,1,10,1,0
0,32,1,3,60,1,67
1,45,0,60,0,1,365
4,138,1,30,0,1,55
1,8,1,30,18,2,135
0,21,0,1,3,2,0
0,20,0,3,1,1,65
1,8,1,4,42,1,9
1,1,1,1,9,6,365
0,21,0,30,25,1,197
0,15,1,5,26,1,0
0,24,1,4,17,1,110
0,15,0,1,1,1,0
0,6,1,2,1,1,22
1,8,1,4,11,3,0
1,28,1,3,32,1,84
0,12,2,1,236,2,56
2,145,0,2,81,1,312
2,31,0,30,0,37,0
0,15,0,10,0,1,0
1,14,1,2,139,1,221
0,79,0,2,1,1,0
2,118,1,1,19,1,212
0,6,0,28,6,1,197
0,12,1,2,62,5,32
1,28,1,2,45,1,0
0,6,0,1,76,4,358
1,8,0,3,78,1,246
1,30,0,4,0,1,0
1,1,0,14,9,1,21
0,96,1,3,10,1,0
2,106,1,3,4,1,318
2,44,1,1,14,1,2
1,19,1,3,54,1,0
0,12,0,5,6,1,66
1,4,2,1,19,7,90
1,28,1,2,3,1,0
0,6,1,1,14,2,307
0,6,1,3,15,1,0
1,14,1,3,2,1,0
1,30,0,1,1,2,0
0,15,0,1,1,1,0
1,19,0,7,0,1,0
0,12,1,2,20,1,7
2,37,1,2,74,6,256
1,2,1,2,42,1,115
0,6,0,1,115,6,164
0,21,0,2,0,2,0
1,64,0,2,1,1,0
1,28,0,1,5,1,0
0,6,1,10,0,2,0
0,6,0,1,0,2,144
1,28,1,2,15,1,57
1,43,1,2,10,327,323
0,6,1,5,21,2,364
1,1,1,2,0,1,253
0,12,1,4,3,1,0
0,12,1,1,3,1,43
2,49,1,5,13,1,365
1,30,1,1,52,6,40
1,1,0,1,9,11,176
4,66,0,2,135,4,70
0,10,0,3,7,2,0
1,23,1,30,2,9,151
0,38,1,2,4,1,0
0,22,1,3,9,1,27
1,1,1,4,2,1,0
2,56,0,5,47,1,5
1,9,0,1,1,1,0
1,19,1,2,51,1,6
1,7,1,2,150,1,1
1,19,0,1,1,1,0
0,24,1,2,7,1,0
0,35,0,1,38,1,365
2,63,2,1,68,1,125
0,12,0,1,6,2,365
0,6,1,2,49,2,218
1,14,1,5,0,1,60
1,64,1,1,62,8,3
1,8,0,1,0,1,0
0,79,0,1,31,3,361
2,49,0,2,59,2,232
1,1,1,3,8,1,306
1,7,1,3,0,1,218
1,2,2,1,17,3,4
1,2,0,16,1,1,0
0,12,1,7,4,1,0
1,28,1,30,0,65,364
2,49,0,2,0,1,171
0,15,0,2,1,3,84
1,14,1,2,9,1,129
0,6,0,1,21,2,260
0,21,1,4,1,1,0
2,83,0,1,4,1,0
1,4,0,30,2,9,312
1,26,1,3,5,1,64
1,7,1,30,2,20,263
0,12,1,2,193,1,177
1,19,1,7,3,1,15
0,16,0,1,0,1,0
1,8,1,1,86,1,22
0,117,1,3,14,1,0
0,6,0,2,280,2,249
1,1,1,2,0,1,0
0,6,0,30,13,4,357
1,19,0,4,3,1,346
1,27,1,5,3,1,365
0,12,0,1,17,1,354
1,2,1,3,23,1,166
0,32,1,2,25,1,30
0,12,0,13,0,1,0
1,53,1,1,180,1,229
1,1,1,2,1,1,0
1,4,1,3,24,1,337
1,28,1,2,148,1,216
1,71,1,29,1,327,363
1,11,1,2,4,1,0
0,16,1,1,48,1,2
1,2,1,500,0,1,362
1,7,1,20,4,1,0
0,21,0,3,91,1,294
1,27,1,1,18,1,248
0,6,0,2,63,2,102
0,15,1,2,4,1,0
1,43,1,29,0,327,357
1,8,1,181,82,1,188
2,87,0,1,0,10,112
1,1,1,30,0,2,283
0,15,0,30,0,4,354
2,81,0,1,0,3,0
1,30,1,1,12,1,0
1,19,1,5,25,1,13
2,49,0,7,1,1,0
0,3,1,3,0,1,0
1,23,0,1,0,1,352
1,11,1,2,4,1,0
0,6,0,30,35,3,365
0,21,1,5,11,1,2
0,13,0,1,9,1,157
1,1,2,1,66,1,365
0,12,1,2,7,1,4
1,43,0,15,3,1,0
0,20,0,3,2,3,0
1,1,1,3,1,49,200
0,15,0,3,0,1,125
0,79,0,1,0,1,0
0,12,0,3,5,1,13
0,15,0,30,1,2,137
0,12,0,2,219,2,277
1,27,1,2,6,1,5
0,12,1,1,1,1,0
0,6,0,2,11,4,314
0,73,2,1,59,1,90
0,117,0,3,175,1,49
0,193,0,1,76,2,163
1,7,0,1,0,1,0
1,11,1,3,7,1,0
0,21,1,3,1,1,0
0,6,0,3,26,1,0
1,68,1,3,18,1,70
1,64,0,3,13,1,0
2,44,0,30,1,23,325
1,2,0,3,0,1,70
1,23,0,3,1,5,270
1,43,1,90,0,232,281
1,28,0,3,10,2,251
1,8,1,2,5,1,0
0,6,1,3,218,4,324
1,30,1,2,18,1,0
0,13,1,2,0,1,0
0,24,0,7,1,1,125
1,19,0,15,6,1,0
0,21,0,1,19,8,177
1,30,0,15,0,1,8
1,28,1,2,9,1,317
1,28,0,6,0,1,0
0,6,0,30,0,27,358
2,183,0,2,61,2,65
0,36,1,8,37,1,85
2,56,1,2,4,1,20
1,26,1,1,9,1,0
0,21,1,1,47,2,336
1,14,1,5,48,1,46
2,37,1,7,9,1,268
2,56,0,1,2,5,138
1,8,0,2,2,1,0
0,15,0,1,0,1,58
0,12,0,2,5,1,0
1,43,1,90,0,232,115
1,28,1,30,10,5,126
1,27,1,4,5,1,31
1,7,1,1,0,1,0
0,21,1,7,0,3,204
0,22,1,2,1,1,0
1,1,1,28,1,49,234
1,11,1,1,54,8,2
1,1,1,2,1,1,0
1,4,1,3,81,2,27
0,33,0,3,72,1,67
2,44,1,5,2,1,0
2,39,0,1,1,2,0
1,4,0,2,152,4,12
1,71,1,3,5,1,83
0,17,1,30,1,1,0
1,28,1,10,4,1,0
2,49,1,2,0,1,0
1,43,1,2,2,327,338
0,15,1,7,45,3,161
4,188,1,2,11,1,107
0,6,0,5,2,1,0
4,98,0,1,23,1,333
1,8,1,4,22,1,2
0,35,0,1,16,2,151
4,66,0,5,0,5,362
1,43,1,1,0,1,0
0,6,0,1,10,1,173
0,12,0,2,32,2,74
1,23,1,3,32,1,16
1,7,1,1,0,1,360
2,25,1,3,6,1,0
1,8,1,2,49,1,2
2,85,0,2,15,2,262
0,6,0,7,0,1,0
2,95,1,4,70,4,51
0,6,1,7,4,1,0
0,20,1,1,0,4,214
2,25,1,30,0,1,83
0,21,0,1,18,1,93
1,14,1,2,31,1,10
2,49,0,3,0,1,0
1,4,0,2,136,4,48
1,14,0,3,21,1,8
0,12,0,5,1,1,7
1,7,0,10,116,1,174
2,31,1,3,104,1,293
0,16,1,3,4,1,0
0,147,0,3,3,1,362
1,5,0,4,10,2,364
1,64,1,3,2,2,0
1,11,1,2,97,1,40
0,15,0,4,17,7,303
1,43,1,3,1,1,0
0,21,1,3,0,2,0
1,5,1,30,7,39,188
0,17,0,14,0,1,174
2,56,1,5,15,1,260
0,21,1,5,0,1,0
0,22,2,30,0,7,365
0,20,1,2,204,1,71
0,6,0,1,20,2,242
2,37,0,1,10,6,126
2,162,2,2,15,6,330
0,21,1,4,2,1,355
0,21,0,3,1,2,0
2,162,2,1,26,6,365
0,12,1,30,1,7,108
2,124,1,2,5,1,356
0,21,2,30,0,14,341
0,6,0,7,2,1,14
1,23,1,2,0,1,0
0,6,1,4,19,1,76
1,4,0,240,0,1,280
0,3,0,3,2,1,0
1,7,1,30,4,91,0
0,16,1,3,3,1,35
0,6,1,3,10,1,66
0,12,0,2,39,2,78
1,1,1,1,1,2,0
1,19,1,1,46,1,353
2,87,2,60,1,1,0
1,7,1,2,6,1,335
0,54,0,6,2,1,311
0,82,2,1,1,4,1
0,76,0,3,11,2,79
0,3,1,3,2,1,0
0,12,1,4,21,1,306
1,14,1,2,9,1,363
1,2,1,3,1,1,0
0,12,0,10,0,3,0
1,26,2,2,1,3,365
2,81,0,2,0,1,179
1,45,1,4,2,1,0
1,2,0,3,10,1,0
1,4,0,1,4,2,0
0,6,0,2,13,7,294
0,12,0,3,5,1,0
0,12,1,2,76,1,209
0,12,0,3,0,1,344
1,26,1,7,5,1,32
0,79,1,7,0,1,11
1,30,0,2,93,1,208
2,56,1,7,11,1,143
0,21,1,4,0,1,0
1,7,1,7,17,1,5
2,37,1,7,0,3,174
1,8,0,20,5,2,64
0,15,0,3,8,1,0
2,25,0,1,12,1,288
1,2,0,1,1,1,0
0,15,1,2,63,2,344
1,8,1,31,0,3,316
1,2,0,2,102,1,99
1,11,1,2,18,2,0
0,3,0,1,3,2,343
1,1,0,1,0,8,321
0,6,0,1,1,1,0
2,25,2,5,11,5,90
1,52,0,2,4,1,0
1,19,0,1,0,1,0
1,28,1,1,2,1,0
4,99,0,2,0,1,0
1,27,0,6,2,1,0
0,6,0,2,17,1,72
1,2,0,7,0,1,365
1,19,1,5,86,1,344
2,25,0,1,0,8,298
1,23,1,2,121,1,0
0,54,0,1,1,5,0
1,11,1,2,5,1,0
4,80,0,2,32,2,132
0,21,0,1,3,1,364
0,24,0,1,38,10,239
1,7,0,3,15,1,31
1,11,1,10,8,1,90
0,67,0,3,0,1,363
1,19,1,30,2,1,0
1,28,1,1,1,4,0
1,1,1,2,164,1,206
0,22,0,2,8,1,0
0,79,1,3,116,1,38
0,90,0,1,33,1,337
0,21,1,3,0,1,0
0,6,1,7,1,1,0
1,4,1,5,35,2,303
0,12,1,2,1,1,3
0,3,1,3,24,1,365
1,9,0,20,0,1,188
1,11,0,2,12,1,35
1,26,0,12,3,2,41
1,28,0,1,54,1,0
0,0,1,5,21,1,34
1,11,1,30,32,1,343
1,19,1,4,0,1,0
1,7,0,3,18,4,365
1,5,1,30,5,50,344
0,6,0,7,0,1,0
0,12,0,1,52,1,291
1,28,1,3,2,1,0
0,15,0,2,2,2,156
1,52,1,3,1,1,0
1,28,1,1,8,1,0
2,103,0,1,296,2,322
0,6,1,5,25,2,77
0,97,0,1,53,3,21
0,6,0,3,59,1,0
1,19,1,15,0,1,332
1,19,0,4,21,1,52
2,81,0,2,6,1,292
0,34,1,3,4,1,0
0,12,1,1,24,1,0
1,7,1,30,0,121,331
1,5,1,30,1,50,364
1,1,1,4,8,1,0
1,9,1,2,73,1,3
0,29,1,2,61,1,239
1,1,1,1,87,3,267
1,2,1,7,12,1,3
1,53,0,3,1,1,1
0,13,0,1,1,1,0
2,37,0,1,33,4,49
1,18,0,29,0,37,31
1,71,0,1,2,7,0
4,144,0,3,98,10,68
4,99,0,3,0,1,0
1,2,1,30,3,1,0
4,105,1,2,18,1,6
2,106,0,3,11,2,54
0,15,1,3,19,3,97
1,8,1,5,5,1,220
0,20,0,7,1,1,157
0,15,1,1,53,1,306
0,3,1,5,0,3,365
0,117,1,1,2,1,126
3,55,0,3,6,3,154
0,82,1,1,1,1,0
1,30,1,2,119,1,300
0,70,1,2,23,1,196
1,28,0,1,0,1,20
1,19,1,4,0,1,141
1,19,1,3,0,1,0
0,6,0,12,2,3,281
0,34,1,2,19,4,363
0,21,1,2,38,1,192
1,8,0,1,8,1,0
0,3,0,5,0,1,0
0,15,0,1,11,1,0
2,152,1,3,7,3,0
2,31,1,1,28,1,13
0,15,0,1,22,7,319
1,23,0,2,130,2,139
1,4,1,5,88,1,326
1,2,1,5,91,3,288
0,6,1,2,8,1,0
1,4,0,2,11,1,365
0,6,1,2,44,1,174
1,27,1,2,38,1,267
1,7,1,7,5,1,0
1,26,1,1,5,1,0
1,23,1,2,10,1,87
1,9,0,1,141,2,76
1,2,0,1,157,4,137
1,5,1,29,0,327,329
2,37,0,1,22,1,82
0,22,0,3,14,2,0
1,64,0,1,1,8,0
2,39,0,5,4,4,280
1,28,1,2,51,1,33
4,134,1,30,0,1,89
0,6,0,14,12,2,0
1,30,0,3,1,1,0
0,12,0,3,2,1,0
1,4,0,3,18,1,0
2,103,0,3,46,1,88
1,8,1,2,8,1,176
1,19,1,3,5,1,0
1,26,0,2,6,1,312
0,12,0,1,1,1,0
1,45,0,1,10,2,143
0,22,1,30,2,1,268
0,12,1,15,0,1,35
0,6,0,15,14,3,251
1,30,0,1,13,1,316
0,12,0,1,1,1,0
1,7,1,7,1,1,147
2,159,0,1,1,1,0
1,8,0,3,2,1,0
1,64,1,2,23,1,54
0,21,0,2,16,1,0
2,94,0,1,0,18,355
0,21,0,3,20,2,0
0,3,1,1,5,11,365
1,19,1,4,13,1,0
1,2,0,1,11,2,256
1,2,0,3,2,2,24
0,12,0,5,0,1,60
0,12,0,1,3,1,0
0,13,0,1,82,1,67
2,39,0,1,0,1,0
0,21,0,5,0,1,358
1,14,1,12,1,1,332
0,35,1,2,12,1,132
1,14,1,30,0,232,261
1,14,0,1,1,2,0
0,13,1,2,2,1,11
0,12,1,2,6,1,0
0,16,1,2,22,1,21
0,6,1,4,70,1,283
0,20,1,3,4,1,181
4,188,0,2,2,1,0
0,20,0,3,0,2,0
0,34,0,15,0,1,0
2,44,0,7,0,2,281
1,1,1,3,4,1,0
0,3,0,2,426,3,275
2,106,0,1,114,2,305
2,37,0,1,0,1,365
1,4,0,2,40,1,9
0,164,0,4,118,2,269
0,20,1,7,2,1,0
2,103,0,1,412,5,159
1,30,0,3,1,1,0
0,54,1,2,100,1,307
2,56,0,5,46,1,338
1,2,1,3,9,1,0
1,4,1,2,10,1,0
0,21,1,2,114,3,250
1,2,0,2,0,1,0
0,15,1,2,48,1,227
0,38,1,3,12,1,173
2,49,1,1,1,1,0
4,127,0,3,1,1,365
1,30,0,1,10,1,116
0,40,1,2,3,1,0
1,27,1,5,2,2,3
0,20,0,1,19,1,345
2,31,1,2,17,1,348
0,3,1,2,29,1,36
1,8,1,4,0,1,344
0,15,1,5,37,1,310
2,25,0,3,248,1,215
1,23,0,2,52,1,28
1,2,1,4,17,3,265
1,77,1,30,0,232,194
1,43,1,2,5,327,268
2,106,0,1,25,4,156
0,6,0,4,58,2,32
4,142,1,3,59,1,42
0,12,1,2,6,1,137
1,11,1,3,13,1,83
0,16,0,2,117,1,270
4,59,1,2,0,1,47
0,12,1,30,0,6,200
1,28,1,1,1,1,130
1,1,1,30,4,14,332
1,2,1,2,2,1,0
2,183,1,2,29,3,38
1,19,1,3,7,1,351
1,71,0,1,7,7,296
2,31,0,31,2,18,362
0,6,0,2,31,1,35
0,21,1,1,2,1,0
1,23,0,30,0,4,310
1,2,0,5,0,3,21
0,21,0,1,26,3,115
0,0,0,1,82,2,365
0,54,0,3,11,1,364
1,18,1,2,4,1,0
0,6,1,3,5,1,0
4,65,1,2,18,1,51
0,20,1,2,129,2,235
1,7,0,3,9,1,32
1,26,1,3,1,1,263
1,64,1,30,0,1,293
1,7,1,36,0,1,0
0,6,0,1,42,1,221
0,12,0,2,1,1,0
1,52,1,1,3,1,188
2,44,0,30,0,23,314
0,12,1,3,78,2,177
0,34,0,1,116,8,236
0,12,0,1,1,5,0
0,13,1,3,4,1,9
1,5,1,30,0,8,281
1,4,0,1,19,1,18
1,7,1,2,3,1,0
0,54,1,6,60,2,112
0,15,1,5,0,1,0
0,79,1,3,34,1,0
1,19,0,1,114,1,38
1,2,1,3,5,1,365
1,28,1,5,0,1,188
1,2,1,7,107,2,249
0,24,1,9,10,1,0
1,68,1,2,20,1,29
0,12,0,3,0,1,0
1,7,1,2,52,1,193
1,28,1,6,9,1,4
1,19,1,2,9,1,0
2,56,1,2,7,1,0
1,27,0,2,17,1,0
0,12,1,2,2,1,0
1,18,2,1,93,3,90
1,14,0,2,119,1,20
0,29,1,1,0,1,0
0,6,0,6,0,2,67
0,21,0,1,0,1,0
0,12,0,2,18,1,205
0,12,0,15,1,1,0
1,28,1,4,9,1,0
0,13,1,2,15,1,4
1,7,1,2,0,1,0
0,16,1,4,5,1,0
0,6,1,4,122,1,236
2,37,0,1,20,2,188
0,12,1,3,7,1,67
1,8,1,30,1,96,311
0,84,0,3,22,1,89
0,12,0,5,26,3,0
2,87,1,2,1,1,0
1,23,0,1,0,1,0
1,2,0,4,56,2,15
1,1,1,6,1,1,0
1,11,1,2,19,1,5
0,13,1,6,8,1,9
0,32,1,2,1,1,0
2,56,0,5,2,1,179
1,19,1,4,3,1,0
0,21,0,2,0,1,0
1,14,1,3,2,1,281
1,19,1,2,15,1,11
0,21,0,14,0,1,0
1,30,1,4,4,1,8
1,7,2,1,3,7,365
1,1,2,2,0,1,0
2,56,2,2,38,2,38
0,12,0,21,10,2,14
2,81,0,29,1,7,35
1,1,1,3,5,4,319
1,19,1,2,3,1,0
2,46,0,1,0,18,365
1,2,1,2,37,1,333
0,29,0,1,4,1,0
1,8,0,1,0,1,0
1,2,0,2,2,1,0
2,85,1,3,0,1,3
0,34,0,1,0,3,333
0,12,0,5,0,1,38
1,1,1,14,30,1,317
2,37,0,1,22,4,347
1,19,1,7,19,1,24
1,19,0,1,4,1,0
0,54,1,1,0,1,19
1,43,0,3,4,1,26
1,8,0,2,6,3,0
0,6,0,4,5,1,0
0,193,1,2,2,1,0
1,19,1,4,0,1,0
0,21,0,1,0,1,0
2,37,0,2,54,4,174
1,28,1,7,4,1,31
0,117,1,3,1,1,0
3,212,1,1,51,1,291
0,22,0,2,53,1,324
1,53,1,30,1,11,332
1,8,2,1,13,1,331
1,14,1,2,2,1,0
1,2,1,1,3,1,0
2,37,0,1,19,5,48
2,153,1,1,13,1,346
0,12,0,1,28,2,20
2,44,0,1,0,1,0
0,12,0,7,2,1,324
0,15,1,4,4,1,0
0,22,1,1,124,1,64
2,44,0,3,4,1,68
2,25,1,4,0,1,39
1,19,0,2,0,2,0
1,2,0,3,1,1,0
1,4,1,24,0,2,181
1,53,1,14,1,1,14
1,1,1,1,156,1,22
1,11,1,20,157,1,0
0,20,1,1,6,1,177
1,30,1,1,150,1,35
0,20,1,30,1,52,311
1,19,1,30,0,232,323
0,12,1,30,99,2,151
0,21,0,1,4,2,22
4,157,1,5,0,2,0
0,12,0,1,10,1,0
1,68,1,3,58,1,67
0,12,1,2,34,1,239
1,14,1,2,14,1,149
1,7,1,30,2,23,0
1,7,0,12,2,1,31
1,8,0,1,35,2,261
0,6,0,30,11,4,79
2,56,0,1,15,1,322
0,10,0,14,8,1,0
1,28,0,3,97,3,332
1,7,1,4,27,1,42
0,12,2,1,2,1,0
0,21,0,5,32,1,0
0,6,1,30,6,1,189
0,20,1,1,0,33,364
0,12,0,4,12,1,0
0,15,1,3,3,1,0
0,6,1,2,26,1,315
1,2,0,7,0,1,0
0,12,0,5,1,1,0
0,3,1,4,2,4,0
1,1,1,6,23,1,89
1,19,1,2,8,3,264
0,21,1,3,54,1,59
1,11,1,7,1,1,8
2,83,0,1,50,1,1
1,30,0,2,4,1,0
0,21,0,2,39,4,179
1,19,1,2,9,1,0
0,21,2,2,83,1,192
0,12,2,3,19,2,88
0,32,1,20,3,1,23
2,25,1,2,5,1,0
0,32,0,2,61,1,117
1,11,1,3,20,1,155
0,16,1,5,15,1,0
1,26,0,3,3,1,0
1,2,1,31,0,2,333
1,11,1,1,4,1,0
2,129,0,1,0,8,352
1,8,1,3,2,1,0
0,6,1,3,83,1,255
0,20,1,1,0,1,0
3,86,1,2,12,1,85
1,2,0,1,120,3,34
1,52,1,5,0,1,0
0,79,1,3,0,1,0
0,16,1,3,10,2,0
0,22,0,10,0,1,0
3,207,0,2,17,1,36
0,6,0,7,13,1,0
0,6,0,12,9,1,0
0,6,1,3,0,1,0
1,7,1,1,12,1,0
0,117,1,3,0,1,101
1,8,0,1,1,2,0
2,31,0,2,1,1,365
1,28,1,2,49,1,62
1,7,1,1,66,3,231
0,16,1,4,111,1,9
1,7,1,1,14,1,306
0,15,0,5,6,1,0
0,12,1,6,0,1,0
1,28,1,1,0,1,0
0,12,1,180,0,31,173
1,11,1,3,1,1,0
0,15,0,25,0,3,0
1,43,1,2,4,327,272
1,27,0,1,55,1,354
0,6,1,3,5,1,0
2,219,0,1,1,2,59
0,20,0,7,1,1,0
1,2,1,2,68,3,43
2,47,0,2,20,1,224
1,7,0,4,0,1,31
0,3,1,3,95,1,122
1,1,1,30,0,14,339
0,21,0,13,20,8,14
1,7,2,1,1,1,0
1,30,0,2,46,1,72
2,44,1,6,0,1,0
1,1,1,5,24,1,137
1,7,2,1,59,6,362
1,2,0,4,1,1,0
1,27,1,30,2,9,333
0,54,0,3,0,5,365
0,20,1,2,9,2,281
1,52,1,4,14,1,323
1,8,0,1,19,2,58
0,12,0,6,25,1,84
0,20,0,7,3,1,0
0,6,0,1,3,1,311
2,87,0,4,76,1,5
1,48,1,7,12,1,2
2,56,1,2,2,1,22
1,19,1,3,5,1,5
1,1,0,1,18,1,0
0,90,0,1,1,1,95
3,158,0,2,5,3,188
1,4,1,5,4,1,285
1,23,0,1,7,1,0
1,28,1,1,16,1,0
1,14,1,2,7,1,0
1,43,1,6,5,1,0
2,44,0,3,13,1,83
1,2,1,5,0,1,0
0,12,0,2,0,2,98
2,56,1,1,2,1,0
