price
29
35
43
38
55
65
51
65
30
40
155
79
166
77
80
136
60
39
34
100
199
60
1999
60
140
200
244
40
49
120
100
55
650
249
55
100
250
73
37
70
47
249
75
38
235
118
75
70
129
40
425
248
820
75
95
956
89
25
299
70
257
119
40
295
320
196
45
125
99
50
58
49
430
37
59
259
65
60
149
155
229
119
65
49
50
120
98
129
25
95
750
90
220
215
100
297
233
245
365
38
129
256
25
209
140
185
55
87
58
55
89
34
35
25
105
43
699
50
100
110
126
100
93
454
60
199
737
78
119
250
199
275
165
737
45
55
999
55
35
79
239
90
53
30
330
189
69
45
35
37
39
43
2103
110
875
913
35
110
32
80
79
1145
119
57
285
32
72
58
53
60
99
145
60
45
45
50
57
35
35
60
241
49
37
530
35
100
85
40
81
100
58
47
175
242
142
750
32
196
115
249
70
48
359
94
49
77
50
35
120
80
40
122
65
85
54
650
99
110
700
84
230
85
45
378
65
410
999
45
100
43
115
99
67
241
450
90
80
245
75
249
137
199
65
40
65
1680
39
35
225
219
129
38
40
339
58
2010
285
69
100
200
520
55
60
170
50
90
39
100
33
169
229
63
50
30
199
33
175
200
125
60
139
60
203
149
28
90
60
40
39
46
425
260
55
60
59
199
100
99
350
197
95
45
55
229
80
649
220
80
3613
58
503
100
70
350
75
30
39
85
244
85
65
25
169
59
42
159
45
80
475
30
45
70
220
261
99
45
54
125
119
80
75
32
257
70
129
525
119
50
130
250
77
165
700
65
309
399
100
60
99
150
65
165
95
85
280
49
98
59
32
163
92
30
450
34
49
79
120
55
199
58
33
49
90
65
79
50
269
699
299
135
220
159
89
94
60
44
25
50
68
69
200
100
350
305
86
256
88
79
99
109
63
70
135
97
55
20
25
35
50
1978
115
113
110
55
45
230
30
45
75
40
2000
129
244
50
199
159
42
31
100
120
40
255
215
350
95
35
49
60
129
64
24
30
65
50
39
48
150
51
25
45
70
204
390
785
169
90
50
45
39
194
412
65
50
60
298
89
140
42
27
165
77
100
365
120
59
30
180
279
35
60
87
339
105
40
49
90
75
100
40
55
49
38
255
51
49
70
38
45
249
616
24
175
64
80
39
49
38
139
130
200
25
69
99
199
65
50
75
100
58
225
289
65
79
200
30
45
220
40
409
53
350
227
100
119
100
77
50
119
60
79
54
60
60
198
229
199
195
56
78
55
227
45
69
60
375
45
119
80
85
99
45
52
72
153
45
45
247
495
89
228
90
43
43
62
155
245
86
50
199
25
60
179
80
50
81
500
219
205
45
55
396
3518
105
400
100
37
244
50
110
119
90
116
599
55
79
55
75
149
203
135
60
215
25
179
60
80
30
203
125
199
35
135
228
350
40
60
40
299
58
100
250
59
98
60
460
49
70
450
99
70
60
60
179
408
115
50
260
220
25
62
99
250
159
50
125
55
505
61
209
29
60
425
100
55
29
49
265
256
149
39
199
45
40
168
179
329
65
339
90
35
49
85
29
46
70
150
95
55
194
100
70
229
140
55
80
69
165
45
799
60
699
45
65
199
60
62
199
70
80
72
89
49
135
36
369
50
164
89
49
55
119
30
128
85
54
100
69
80
119
65
70
32
75
325
86
39
125
256
40
252
99
57
85
199
33
451
33
419
18
55
459
392
189
40
115
350
500
60
32
399
40
90
699
119
45
84
38
85
198
55
69
146
65
99
339
145
380
137
45
45
100
28
300
67
48
89
55
35
75
50
105
169
55
230
169
45
89
79
199
799
77
38
98
28
484
209
999
50
39
55
32
55
60
85
85
50
190
49
70
1100
80
135
228
110
42
69
62
82
214
55
38
249
55
75
35
48
85
30
45
107
179
95
42
53
95
74
85
240
199
30
119
248
35
137
45
59
85
60
199
55
51
228
90
54
505
99
38
179
37
38
51
95
75
89
90
100
50
199
52
28
1500
50
60
129
89
139
142
125
425
35
119
80
100
145
8000
50
25
30
55
45
39
6419
51
129
60
89
59
60
350
179
43
80
140
30
68
68
231
55
49
60
25
100
75
55
48
149
60
84
259
199
308
107
74
100
50
75
699
48
59
75
230
40
223
50
129
210
70
210
229
139
32
60
69
58
100
300
100
48
100
58
90
75
48
220
45
180
450
80
235
35
58
80
75
98
80
119
99
30
65
1500
58
38
149
75
140
129
250
36
119
100
102
45
65
65
129
99
55
65
48
40
95
135
30
52
85
269
35
737
299
299
57
37
99
60
73
