host_id,longitude,calculated_host_listings_count,room_type_n,neighbourhood_group_encoded,neighbourhood_encoded,room_type_encoded,price
0.1851030811263676,0.4994508237643629,0.006211180124223604,1.0,0.0,0.12173913043478261,1.0,29
0.749399931731829,0.49548177733399257,0.027950310559006212,1.0,0.0,0.16521739130434782,1.0,35
0.45676697069608546,0.790414378432331,0.0031055900621118036,0.0,0.25,0.391304347826087,0.0,43
0.03482600443843349,0.5933349975037459,0.0,0.0,0.0,0.23478260869565218,0.0,38
0.13142138018258828,0.30938592111829166,0.015527950310559004,0.0,0.0,0.26956521739130435,0.0,55
0.1907367051402459,0.44523215177233055,0.006211180124223604,0.0,0.0,0.16521739130434782,0.0,65
0.8711007872730908,0.5554418372441319,0.0,0.0,0.0,0.12173913043478261,0.0,51
0.34465419489092936,0.5292810783824393,0.012422360248447204,0.0,0.0,0.24347826086956523,0.0,65
0.7799685370550035,0.34488267598601396,0.009316770186335404,1.0,0.0,0.26956521739130435,1.0,30
0.9036380490726446,0.6319520718921581,0.0031055900621118036,0.0,0.25,0.782608695652174,0.0,40
0.001126326780300571,0.7368946580129716,0.02484472049689441,0.5,1.0,0.0782608695652174,0.5,155
0.9504025913194707,0.4867948077883,0.015527950310559004,0.0,0.25,0.45217391304347826,0.0,79
0.8767397121561455,0.33622066899647507,0.015527950310559004,0.0,0.5,0.3130434782608696,0.0,166
0.067294245189849,0.49575636545182533,0.006211180124223604,0.0,0.0,0.16521739130434782,0.0,77
0.6402623446615773,0.8769845232151852,0.0031055900621118036,0.0,0.25,0.4608695652173913,0.0,80
0.4870197444536208,0.3601847229156192,0.0031055900621118036,0.0,0.5,0.3130434782608696,0.0,136
0.6402623446615773,0.8767348976535345,0.0031055900621118036,0.0,0.25,0.4608695652173913,0.0,60
0.5871281880182665,0.4552670993509764,0.0,0.0,0.0,0.24347826086956523,0.0,39
0.16681211193220238,0.952521218172734,0.0,0.0,0.25,0.4956521739130435,0.0,34
0.4059353082218368,0.7641288067897847,0.006211180124223604,0.0,0.25,0.391304347826087,0.0,100
0.9240922521274246,0.3361957064403214,0.04658385093167701,0.0,0.5,0.30434782608695654,0.0,199
0.13142138018258828,0.30958562156766334,0.015527950310559004,0.0,0.0,0.26956521739130435,0.0,60
0.09714202376239539,0.38711932101847424,0.0031055900621118036,0.5,0.5,0.1826086956521739,0.5,1999
0.025177738436150232,0.44538192710930957,0.031055900621118012,0.0,0.0,0.16521739130434782,0.0,60
0.0007380682940571608,0.575561657513731,0.0,0.5,0.25,0.034782608695652174,0.5,140
0.011902796268120786,0.40132301547677685,0.006211180124223604,0.5,0.5,0.4,0.5,200
0.8030508554413904,0.29358462306541355,1.0,0.5,0.5,0.6,0.5,244
0.707877473522195,0.31452820768845413,0.009316770186335404,0.0,0.0,0.26956521739130435,0.0,40
0.15117562705861853,0.6201447828257756,0.0,0.0,0.25,0.2956521739130435,0.0,49
0.9653428587915983,0.3514478282576192,0.006211180124223604,0.0,0.5,0.3130434782608696,0.0,120
0.07831723984817521,0.4259360958562013,0.0031055900621118036,0.0,0.5,0.6173913043478261,0.0,100
0.6870991053062037,0.6416375436844532,0.0,0.0,0.25,0.34782608695652173,0.0,55
0.8092526967796959,0.3693459810284594,0.012422360248447204,0.5,0.5,0.9826086956521739,0.5,650
0.036199712430225066,0.5096605092361131,0.0,0.5,0.0,0.24347826086956523,0.5,249
0.33835790369727686,0.03736894658010215,0.0,0.0,0.75,0.6347826086956522,0.0,55
0.8946595619752418,0.3424363454817865,0.012422360248447204,0.0,0.5,0.30434782608695654,0.0,100
0.13746491978797196,0.3436844732900397,0.0,0.0,0.5,0.3130434782608696,0.0,250
0.14459678014889832,0.3572641038442157,0.07142857142857142,0.0,0.5,0.3391304347826087,0.0,73
0.5725329014048064,0.6021717423864175,0.02484472049689441,0.0,0.0,0.20869565217391306,0.0,37
0.20290856899147813,0.43559660509234277,0.006211180124223604,0.0,0.0,0.16521739130434782,0.0,70
0.1676688114102859,0.4380928607089345,0.0031055900621118036,0.0,0.5,0.052173913043478265,0.0,47
