neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0.25,0.5565217391304348,0.0,0.0,0.2505446623093682,0.0,0.20821917808219179,85
0.0,0.12173913043478261,0.0,0.3571428571428571,0.06753812636165578,0.009316770186335404,0.40273972602739727,58
0.5,0.6,0.5,0.07142857142857142,0.017429193899782137,1.0,0.8712328767123287,194
0.0,0.16521739130434782,0.0,0.0,0.028322440087145972,0.006211180124223604,0.7232876712328767,50
0.25,0.48695652173913045,0.0,0.0,0.21568627450980393,0.012422360248447204,0.9342465753424658,50
0.0,0.10434782608695653,0.0,0.7857142857142857,0.002178649237472767,0.0,0.24383561643835616,52
0.5,0.30434782608695654,0.0,0.0,0.03703703703703704,0.012422360248447204,0.8876712328767123,100
0.25,0.391304347826087,0.0,0.0,0.08932461873638345,0.0031055900621118036,0.9315068493150686,55
0.5,0.14782608695652175,0.0,0.14285714285714285,0.006535947712418302,0.0031055900621118036,0.24657534246575344,85
0.5,0.1826086956521739,0.5,0.0,0.008714596949891068,0.037267080745341616,0.589041095890411,208
0.25,0.7913043478260869,0.5,0.0,0.0,0.0,0.057534246575342465,126
0.5,0.11304347826086956,0.0,0.0,0.01525054466230937,0.0,0.0,99
0.5,0.11304347826086956,0.0,0.14285714285714285,0.010893246187363835,0.012422360248447204,0.0,60
0.0,0.08695652173913043,0.5,0.0,0.06971677559912855,0.0031055900621118036,0.0,52
1.0,0.8782608695652174,0.0,0.0,0.04357298474945534,0.0,0.9397260273972603,60
0.5,0.14782608695652175,0.0,0.21428571428571427,0.002178649237472767,0.0,0.5150684931506849,1500
0.5,0.6,0.5,0.07142857142857142,0.017429193899782137,1.0,0.9561643835616438,227
0.0,0.16521739130434782,0.0,0.0,0.3703703703703704,0.0,0.452054794520548,30
0.5,0.6,0.5,0.07142857142857142,0.017429193899782137,1.0,0.9780821917808219,240
0.5,0.1826086956521739,0.0,0.0,0.0,0.009316770186335404,0.8465753424657534,100
0.0,0.25217391304347825,0.0,0.0,0.03050108932461874,0.009316770186335404,0.34794520547945207,39
0.0,0.16521739130434782,0.0,0.07142857142857142,0.052287581699346414,0.09006211180124223,0.9315068493150686,60
0.0,0.2,0.0,0.0,0.010893246187363835,0.009316770186335404,0.9534246575342465,65
0.5,0.9826086956521739,0.5,0.0,0.0,0.012422360248447204,0.8164383561643835,650
0.5,0.14782608695652175,0.0,0.14285714285714285,0.008714596949891068,0.0031055900621118036,0.24657534246575344,85
0.25,0.45217391304347826,0.0,0.0,0.159041394335512,0.012422360248447204,0.7643835616438356,54
0.25,0.5565217391304348,0.0,0.0,0.11328976034858389,0.009316770186335404,0.684931506849315,129
0.0,0.017391304347826087,0.0,0.07142857142857142,0.08278867102396514,0.0031055900621118036,0.4328767123287671,98
0.25,0.4608695652173913,0.0,0.0,0.002178649237472767,0.04037267080745341,0.4931506849315069,135
0.0,0.16521739130434782,0.0,0.07142857142857142,0.06535947712418301,0.09006211180124223,0.8493150684931506,60
0.0,0.16521739130434782,0.0,0.07142857142857142,0.02396514161220044,0.09006211180124223,0.7726027397260274,65
0.0,0.16521739130434782,0.0,0.0,0.017429193899782137,0.0031055900621118036,0.3780821917808219,55
0.25,0.2782608695652174,0.0,0.0,0.004357298474945534,0.015527950310559004,0.36712328767123287,65
0.5,0.1565217391304348,0.0,0.0,0.019607843137254905,0.0,0.5150684931506849,150
0.25,0.4608695652173913,0.0,0.0,0.18082788671023967,0.0031055900621118036,0.4684931506849315,60
0.25,0.391304347826087,0.0,0.0,0.20043572984749458,0.0031055900621118036,0.9917808219178083,60
0.0,0.10434782608695653,0.0,0.07142857142857142,0.07407407407407408,0.0,0.07945205479452055,49
0.0,0.20869565217391306,0.0,0.0,0.22657952069716777,0.0,0.09863013698630137,40
0.25,0.391304347826087,0.0,0.0,0.06100217864923748,0.012422360248447204,0.947945205479452,89
0.75,0.6434782608695653,0.0,0.07142857142857142,0.008714596949891068,0.0,0.9726027397260274,55
0.0,0.40869565217391307,0.0,0.0,0.02396514161220044,0.037267080745341616,0.9972602739726028,119
0.5,0.14782608695652175,1.0,0.07142857142857142,0.11111111111111112,0.012422360248447204,0.0136986301369863,49
0.5,0.3130434782608696,0.0,0.0,0.034858387799564274,0.07763975155279502,0.9945205479452055,179
0.0,0.24347826086956523,0.0,0.14285714285714285,0.02396514161220044,0.006211180124223604,0.904109589041096,75
0.0,0.12173913043478261,0.0,0.07142857142857142,0.04575163398692811,0.009316770186335404,0.8794520547945206,65
0.5,0.9130434782608696,0.0,0.07142857142857142,0.002178649237472767,0.012422360248447204,0.9178082191780822,125
0.0,0.12173913043478261,0.5,0.07142857142857142,0.37472766884531594,0.0,0.3726027397260274,85
0.0,0.0,0.0,0.0,0.11328976034858389,0.018633540372670804,0.11506849315068493,45
0.0,0.17391304347826086,0.0,0.07142857142857142,0.06100217864923748,0.0031055900621118036,0.1863013698630137,55
0.5,0.14782608695652175,1.0,0.07142857142857142,0.07189542483660132,0.012422360248447204,0.0273972602739726,65
0.25,0.6956521739130435,0.0,0.4285714285714286,0.04575163398692811,0.0,0.8136986301369863,42
0.25,0.2782608695652174,0.0,0.0,0.006535947712418302,0.015527950310559004,0.3287671232876712,55
0.25,0.45217391304347826,0.0,0.0,0.0,0.009316770186335404,0.873972602739726,99
0.25,0.4608695652173913,0.0,0.0,0.002178649237472767,0.04037267080745341,1.0,135
0.5,0.1826086956521739,0.0,0.14285714285714285,0.002178649237472767,0.02173913043478261,1.0,799
0.25,0.391304347826087,0.5,0.3571428571428571,0.0,0.006211180124223604,0.9945205479452055,499
0.5,0.3130434782608696,0.5,0.14285714285714285,0.004357298474945534,0.13043478260869565,0.9643835616438357,500
0.25,0.45217391304347826,0.0,0.0,0.0,0.0,0.9835616438356164,89
0.5,0.6,0.5,0.0,0.0,0.009316770186335404,0.8849315068493151,650
0.25,0.2956521739130435,0.0,0.0,0.22875816993464054,0.009316770186335404,0.3835616438356164,43
0.25,0.391304347826087,0.0,0.0,0.13071895424836602,0.009316770186335404,0.1452054794520548,50
0.0,0.16521739130434782,0.0,0.0,0.27668845315904145,0.031055900621118012,0.8712328767123287,55
0.0,0.13043478260869565,0.0,0.0,0.04139433551198257,0.006211180124223604,0.1452054794520548,55
1.0,0.7130434782608696,0.0,0.14285714285714285,0.16775599128540306,0.015527950310559004,0.1780821917808219,60
0.25,0.5391304347826087,0.0,0.2857142857142857,0.050108932461873645,0.0031055900621118036,0.5917808219178082,45
0.0,0.8,0.5,0.0,0.02396514161220044,0.0,0.7178082191780822,159
0.0,0.7739130434782608,0.0,0.0,0.050108932461873645,0.0,0.5589041095890411,65
1.0,0.8956521739130435,1.0,0.0,0.03703703703703704,0.006211180124223604,0.2273972602739726,28
0.0,0.12173913043478261,0.0,0.0,0.10457516339869283,0.0031055900621118036,0.008219178082191782,38
0.5,0.3130434782608696,0.0,0.0,0.004357298474945534,0.13043478260869565,0.989041095890411,65
0.0,0.16521739130434782,0.5,0.14285714285714285,0.017429193899782137,0.0,0.3013698630136986,130
0.25,0.591304347826087,1.0,0.0,0.004357298474945534,0.009316770186335404,0.9616438356164384,25
0.0,0.16521739130434782,0.5,0.0,0.008714596949891068,0.012422360248447204,0.019178082191780823,139
0.25,0.34782608695652173,0.0,0.0,0.5555555555555556,0.0,0.42191780821917807,40
0.0,0.26956521739130435,0.0,0.0,0.013071895424836603,0.006211180124223604,1.0,50
0.25,0.782608695652174,0.0,0.07142857142857142,0.017429193899782137,0.0031055900621118036,0.2054794520547945,40
0.0,0.5304347826086957,1.0,0.4285714285714286,0.004357298474945534,0.02173913043478261,0.0,20
0.0,0.24347826086956523,0.0,0.07142857142857142,0.01525054466230937,0.009316770186335404,0.5178082191780822,80
0.0,0.12173913043478261,0.0,0.0,0.006535947712418302,0.0031055900621118036,0.016438356164383564,38
0.5,0.3130434782608696,0.0,0.4285714285714286,0.017429193899782137,0.13043478260869565,0.8493150684931506,70
0.5,0.6,0.5,0.07142857142857142,0.0,1.0,0.7917808219178082,463
0.5,0.6,0.5,0.07142857142857142,0.02396514161220044,1.0,0.9726027397260274,228
0.25,0.2956521739130435,0.0,0.0,0.16339869281045752,0.009316770186335404,0.2904109589041096,59
0.25,0.5391304347826087,0.0,0.0,0.0,0.009316770186335404,0.9342465753424658,35
0.5,0.3130434782608696,0.0,0.0,0.002178649237472767,0.07763975155279502,0.9917808219178083,199
0.5,0.3391304347826087,1.0,0.9285714285714286,0.002178649237472767,0.07142857142857142,0.8767123287671232,35
0.0,0.16521739130434782,0.0,0.07142857142857142,0.04793028322440088,0.006211180124223604,0.19452054794520549,57
0.0,0.13043478260869565,0.0,0.0,0.40087145969498916,0.0,0.9917808219178083,46
0.75,0.6347826086956522,0.0,0.07142857142857142,0.06535947712418301,0.0,0.16712328767123288,55
0.0,0.10434782608695653,0.5,0.4285714285714286,0.04139433551198257,0.0,0.9123287671232877,155
0.5,0.1826086956521739,0.0,0.0,0.002178649237472767,0.018633540372670804,0.4876712328767123,329
0.0,0.08695652173913043,0.0,0.14285714285714285,0.01525054466230937,0.07142857142857142,0.1643835616438356,599
0.5,0.3130434782608696,0.0,0.4285714285714286,0.002178649237472767,0.13043478260869565,0.9863013698630138,55
0.0,0.10434782608695653,0.5,0.21428571428571427,0.002178649237472767,0.012422360248447204,0.23835616438356164,459
0.0,0.25217391304347825,0.0,0.0,0.01525054466230937,0.009316770186335404,0.3835616438356164,55
0.0,0.08695652173913043,0.0,0.14285714285714285,0.008714596949891068,0.07142857142857142,0.2219178082191781,179
0.5,0.3130434782608696,0.0,0.14285714285714285,0.026143790849673207,0.0031055900621118036,0.4904109589041096,99
0.0,0.08695652173913043,0.0,0.0,0.12418300653594773,0.006211180124223604,0.043835616438356165,85
0.5,0.3130434782608696,0.0,0.07142857142857142,0.04139433551198257,0.13043478260869565,0.9068493150684932,62
0.5,0.9304347826086956,0.5,0.07142857142857142,0.010893246187363835,1.0,0.22465753424657534,231
0.75,0.06086956521739131,0.0,0.07142857142857142,0.11546840958605666,0.0031055900621118036,0.9342465753424658,37
0.5,0.1826086956521739,0.0,0.14285714285714285,0.002178649237472767,0.02173913043478261,1.0,999
0.5,0.3130434782608696,1.0,0.0,0.10893246187363835,0.006211180124223604,0.6164383561643836,75
0.0,0.16521739130434782,1.0,0.0,0.010893246187363835,0.037267080745341616,0.24383561643835616,28
0.25,0.7652173913043478,0.0,0.0,0.019607843137254905,0.0,0.6904109589041096,40
0.0,0.16521739130434782,0.0,0.07142857142857142,0.02178649237472767,0.0031055900621118036,0.3315068493150685,81
0.0,0.08695652173913043,0.0,0.14285714285714285,0.028322440087145972,0.07142857142857142,0.2219178082191781,179
0.25,0.391304347826087,0.0,0.0,0.004357298474945534,0.0,0.23287671232876714,82
0.5,0.808695652173913,0.0,0.0,0.07625272331154685,0.015527950310559004,0.4273972602739726,119
0.0,0.2,0.5,0.07142857142857142,0.09803921568627452,0.0,0.7013698630136986,129
0.25,0.9391304347826087,0.0,0.0,0.03050108932461874,0.006211180124223604,0.4849315068493151,65
0.0,0.16521739130434782,0.5,0.07142857142857142,0.10021786492374729,0.0,0.1917808219178082,50
0.25,0.48695652173913045,0.5,0.0,0.008714596949891068,0.0,0.24383561643835616,225
0.0,0.2,1.0,0.0,0.22657952069716777,0.0,0.9643835616438357,35
0.5,0.5043478260869565,0.0,0.0,0.0,0.02484472049689441,0.9753424657534246,100
0.25,0.391304347826087,0.0,0.0,0.052287581699346414,0.012422360248447204,0.9342465753424658,85
0.0,0.24347826086956523,0.0,0.4285714285714286,0.0,0.012422360248447204,1.0,70
0.0,0.16521739130434782,0.0,0.07142857142857142,0.019607843137254905,0.009316770186335404,0.7342465753424657,52
0.75,0.6434782608695653,0.5,0.07142857142857142,0.006535947712418302,0.0,0.9698630136986301,149
0.0,0.13043478260869565,0.0,0.0,0.04139433551198257,0.0,0.5452054794520548,70
0.0,0.09565217391304348,0.0,0.4285714285714286,0.0,0.0,0.9972602739726028,200
0.5,0.1826086956521739,0.0,0.0,0.006535947712418302,0.0,0.736986301369863,100
0.5,0.1826086956521739,0.0,0.0,0.0,0.027950310559006212,0.9726027397260274,450
0.0,0.16521739130434782,0.0,0.07142857142857142,0.04793028322440088,0.006211180124223604,0.20821917808219179,74
0.5,0.1826086956521739,0.0,0.0,0.0,0.009316770186335404,0.852054794520548,100
0.25,0.28695652173913044,0.0,0.3571428571428571,0.008714596949891068,0.009316770186335404,0.8712328767123287,45
0.5,0.1826086956521739,0.0,0.0,0.0,0.009316770186335404,0.8383561643835616,250
0.5,0.1826086956521739,0.5,0.07142857142857142,0.06753812636165578,0.02484472049689441,0.8821917808219178,198
0.0,0.3739130434782609,0.5,0.21428571428571427,0.09150326797385622,0.0,0.8191780821917808,190
0.5,0.3130434782608696,0.0,0.4285714285714286,0.013071895424836603,0.13043478260869565,0.9780821917808219,55
0.0,0.12173913043478261,1.0,0.21428571428571427,0.03703703703703704,0.0,0.2191780821917808,25
0.0,0.24347826086956523,0.0,0.4285714285714286,0.002178649237472767,0.012422360248447204,1.0,90
0.25,0.48695652173913045,0.0,0.0,0.3115468409586057,0.012422360248447204,0.7561643835616438,55
0.5,0.1826086956521739,0.0,0.0,0.0,0.0,0.7506849315068493,100
