neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0.0,0.13043478260869565,0.0,0.0,0.02396514161220044,0.0,0.8465753424657534,39
0.5,0.9304347826086956,0.5,0.07142857142857142,0.010893246187363835,1.0,0.16986301369863013,263
0.25,0.3565217391304348,0.0,0.07142857142857142,0.0,0.0,1.0,875
0.5,0.3130434782608696,0.0,0.4285714285714286,0.002178649237472767,0.13043478260869565,0.9260273972602739,120
0.5,0.6,0.5,0.07142857142857142,0.019607843137254905,1.0,0.7780821917808219,248
0.0,0.16521739130434782,1.0,0.0,0.04575163398692811,0.09006211180124223,1.0,38
0.5,0.6,0.5,0.07142857142857142,0.008714596949891068,1.0,0.663013698630137,470
0.0,0.12173913043478261,0.0,0.07142857142857142,0.0,0.0,0.9808219178082191,63
0.0,0.16521739130434782,0.0,0.21428571428571427,0.2178649237472767,0.0031055900621118036,0.3095890410958904,72
0.25,0.6956521739130435,0.0,1.0,0.08278867102396514,0.0,0.852054794520548,35
0.5,0.3130434782608696,1.0,0.0,0.12854030501089325,0.0031055900621118036,0.8602739726027397,70
0.5,0.3130434782608696,0.0,0.0,0.411764705882353,0.018633540372670804,0.6712328767123288,155
0.5,0.9304347826086956,0.5,0.07142857142857142,0.03050108932461874,1.0,0.2219178082191781,255
0.5,0.6,0.5,0.07142857142857142,0.01525054466230937,1.0,0.8465753424657534,234
0.25,0.391304347826087,0.0,0.0,0.07189542483660132,0.012422360248447204,1.0,80
0.5,0.6,0.5,0.07142857142857142,0.008714596949891068,1.0,0.6356164383561644,247
0.5,0.052173913043478265,0.0,0.2857142857142857,0.006535947712418302,0.009316770186335404,0.9452054794520548,215
0.25,0.3826086956521739,0.0,0.0,0.026143790849673207,0.006211180124223604,0.4931506849315069,53
0.0,0.16521739130434782,0.0,0.07142857142857142,0.028322440087145972,0.09006211180124223,0.904109589041096,55
0.0,0.10434782608695653,0.0,0.0,0.18082788671023967,0.02173913043478261,0.1506849315068493,51
0.25,0.34782608695652173,0.0,0.0,0.026143790849673207,0.0,0.23835616438356164,60
0.5,0.1565217391304348,0.5,0.0,0.013071895424836603,0.0,0.8876712328767123,174
0.0,0.12173913043478261,0.0,0.07142857142857142,0.20261437908496735,0.0,0.5534246575342466,50
0.25,0.391304347826087,0.0,0.2857142857142857,0.13507625272331156,0.02173913043478261,0.4767123287671233,60
0.5,0.4,0.0,0.0,0.0,0.015527950310559004,0.7534246575342466,280
0.25,0.48695652173913045,0.0,0.0,0.006535947712418302,0.0,0.8712328767123287,50
0.0,0.08695652173913043,0.0,0.14285714285714285,0.07407407407407408,0.02484472049689441,0.20273972602739726,189
0.25,0.34782608695652173,0.5,0.0,0.034858387799564274,0.006211180124223604,0.2219178082191781,95
0.5,0.1826086956521739,0.5,0.0,0.0,0.009316770186335404,0.0,261
0.5,0.3130434782608696,0.0,0.4285714285714286,0.006535947712418302,0.13043478260869565,0.8876712328767123,62
0.5,0.6,0.5,0.07142857142857142,0.002178649237472767,1.0,0.9780821917808219,228
0.0,0.16521739130434782,1.0,0.0,0.028322440087145972,0.037267080745341616,0.24383561643835616,35
0.0,0.40869565217391307,0.0,0.0,0.02178649237472767,0.037267080745341616,0.9972602739726028,139
0.5,0.5043478260869565,0.0,0.0,0.0,0.02484472049689441,0.9424657534246575,100
0.0,0.10434782608695653,0.5,0.14285714285714285,0.010893246187363835,0.012422360248447204,0.19726027397260273,199
0.5,0.052173913043478265,0.0,0.07142857142857142,0.0,0.018633540372670804,1.0,69
0.5,0.14782608695652175,1.0,0.0,0.03703703703703704,0.006211180124223604,0.19726027397260273,45
0.5,0.052173913043478265,0.0,0.0,0.008714596949891068,0.012422360248447204,0.7123287671232876,70
0.0,0.16521739130434782,0.0,0.0,0.1394335511982571,0.006211180124223604,0.7616438356164383,47
0.0,0.20869565217391306,0.5,0.14285714285714285,0.07189542483660132,0.009316770186335404,0.9753424657534246,85
0.5,0.3130434782608696,1.0,0.0,0.17647058823529413,0.009316770186335404,0.526027397260274,69
0.0,0.12173913043478261,0.0,0.07142857142857142,0.06318082788671024,0.015527950310559004,0.9753424657534246,65
0.0,0.5304347826086957,1.0,0.7142857142857143,0.004357298474945534,0.02173913043478261,0.0,24
0.5,0.30434782608695654,0.0,0.0,0.002178649237472767,0.012422360248447204,0.8876712328767123,100
0.5,0.6,0.5,0.07142857142857142,0.004357298474945534,1.0,0.863013698630137,244
1.0,0.7478260869565218,0.0,0.07142857142857142,0.20043572984749458,0.0,0.852054794520548,42
0.0,0.26956521739130435,0.0,0.0,0.002178649237472767,0.015527950310559004,1.0,57
0.0,0.16521739130434782,1.0,0.0,0.028322440087145972,0.09006211180124223,1.0,39
0.5,0.1565217391304348,0.5,0.0,0.002178649237472767,0.0,0.9972602739726028,750
0.5,0.30434782608695654,0.5,0.0,0.0,0.0031055900621118036,0.9972602739726028,4160
0.5,0.30434782608695654,0.0,0.0,0.008714596949891068,0.012422360248447204,0.8684931506849315,100
0.25,0.34782608695652173,0.0,0.0,0.03703703703703704,0.006211180124223604,0.0,59
0.0,0.20869565217391306,0.0,0.0,0.06318082788671024,0.0031055900621118036,0.4931506849315069,119
0.0,0.10434782608695653,0.0,0.07142857142857142,0.30936819172113295,0.0,0.0,29
0.5,0.6,0.5,0.07142857142857142,0.002178649237472767,1.0,0.873972602739726,214
0.0,0.23478260869565218,0.0,0.2857142857142857,0.15686274509803924,0.0,0.8821917808219178,37
0.75,0.6782608695652174,0.0,0.21428571428571427,0.056644880174291944,0.009316770186335404,0.863013698630137,32
0.0,0.23478260869565218,0.0,0.2857142857142857,0.11764705882352942,0.0,0.9671232876712329,37
1.0,0.7043478260869566,0.0,0.2857142857142857,0.0,0.0,0.9917808219178083,40
1.0,0.0782608695652174,0.0,0.07142857142857142,0.08932461873638345,0.02484472049689441,1.0,68
0.25,0.391304347826087,0.0,0.0,0.05882352941176471,0.0031055900621118036,0.3643835616438356,39
0.5,0.3130434782608696,0.0,0.0,0.3899782135076253,0.018633540372670804,0.6657534246575343,155
0.25,0.4608695652173913,0.0,0.0,0.21350762527233116,0.009316770186335404,0.5178082191780822,30
1.0,0.8434782608695652,0.0,0.2857142857142857,0.017429193899782137,0.0,0.06027397260273973,50
0.25,0.391304347826087,0.0,0.0,0.12636165577342048,0.0,0.2054794520547945,45
0.25,0.7652173913043478,0.0,0.0,0.026143790849673207,0.0,0.6191780821917808,45
0.0,0.26956521739130435,0.0,0.0,0.004357298474945534,0.0031055900621118036,0.4136986301369863,75
0.5,0.3391304347826087,1.0,0.9285714285714286,0.010893246187363835,0.07142857142857142,0.9342465753424658,32
0.5,0.1565217391304348,0.5,0.0,0.002178649237472767,0.0,0.9178082191780822,560
0.5,0.14782608695652175,0.0,0.0,0.004357298474945534,0.015527950310559004,1.0,72
0.5,0.1826086956521739,0.5,0.0,0.0,0.009316770186335404,0.0,310
0.0,0.13043478260869565,0.0,0.07142857142857142,0.004357298474945534,0.0031055900621118036,0.9972602739726028,40
0.0,0.17391304347826086,0.0,0.07142857142857142,0.08278867102396514,0.0031055900621118036,0.23287671232876714,68
0.0,0.017391304347826087,0.5,0.07142857142857142,0.15032679738562094,0.0031055900621118036,0.8958904109589041,95
0.25,0.45217391304347826,0.0,0.0,0.0,0.009316770186335404,0.8164383561643835,89
0.25,0.2956521739130435,0.0,0.07142857142857142,0.2505446623093682,0.0031055900621118036,0.7671232876712328,289
0.5,0.1826086956521739,0.5,0.14285714285714285,0.008714596949891068,0.13664596273291924,0.6821917808219178,737
0.0,0.09565217391304348,0.0,0.2857142857142857,0.002178649237472767,0.0031055900621118036,0.5068493150684932,140
0.5,0.14782608695652175,0.0,0.07142857142857142,0.054466230936819175,0.0031055900621118036,0.473972602739726,90
0.25,0.9739130434782609,0.0,0.07142857142857142,0.010893246187363835,0.0,0.873972602739726,50
0.5,0.14782608695652175,1.0,0.0,0.04793028322440088,0.006211180124223604,0.2273972602739726,49
0.0,0.10434782608695653,0.0,0.0,0.14161220043572986,0.02173913043478261,0.0821917808219178,53
0.0,0.09565217391304348,0.0,0.21428571428571427,0.01525054466230937,0.0,0.0,88
0.25,0.21739130434782608,0.0,0.07142857142857142,0.002178649237472767,0.0031055900621118036,0.0,75
0.5,0.5043478260869565,0.0,0.0,0.013071895424836603,0.006211180124223604,0.9616438356164384,304
0.0,0.16521739130434782,0.0,0.07142857142857142,0.0,0.006211180124223604,0.46301369863013697,77
0.0,0.20869565217391306,0.0,0.14285714285714285,0.07407407407407408,0.009316770186335404,0.9342465753424658,75
0.25,0.4608695652173913,0.0,0.07142857142857142,0.052287581699346414,0.006211180124223604,0.0,50
0.25,0.6608695652173913,0.0,0.0,0.006535947712418302,0.04037267080745341,0.873972602739726,135
0.5,0.052173913043478265,0.0,0.21428571428571427,0.004357298474945534,0.0031055900621118036,0.32602739726027397,105
0.0,0.08695652173913043,0.0,0.2857142857142857,0.09803921568627452,0.0,0.9726027397260274,85
0.25,0.28695652173913044,0.0,0.07142857142857142,0.2069716775599129,0.009316770186335404,0.8958904109589041,62
0.25,0.4173913043478261,0.0,0.07142857142857142,0.20043572984749458,0.0031055900621118036,0.21643835616438356,65
0.5,0.808695652173913,0.5,0.0,0.02396514161220044,0.015527950310559004,0.821917808219178,393
0.0,0.26956521739130435,0.0,0.0,0.002178649237472767,0.015527950310559004,0.8164383561643835,55
0.5,0.1391304347826087,0.0,0.0,0.002178649237472767,0.0,0.8493150684931506,999
0.0,0.5304347826086957,1.0,0.5714285714285714,0.004357298474945534,0.02173913043478261,0.0,28
0.5,0.6,0.5,0.07142857142857142,0.032679738562091505,1.0,0.715068493150685,242
0.25,0.21739130434782608,0.0,0.0,0.028322440087145972,0.0,0.7698630136986302,55
0.5,0.3130434782608696,0.0,0.0,0.0,0.015527950310559004,0.9397260273972603,166
0.0,0.16521739130434782,0.0,0.07142857142857142,0.18736383442265797,0.006211180124223604,0.8657534246575342,110
0.0,0.16521739130434782,0.5,0.0,0.0,0.0,0.0,129
0.5,0.6,0.5,0.07142857142857142,0.03050108932461874,1.0,0.8849315068493151,229
0.5,0.5043478260869565,0.0,0.0,0.08278867102396514,0.012422360248447204,0.8082191780821918,100
0.25,0.7391304347826088,0.0,0.4285714285714286,0.08714596949891068,0.0,0.4054794520547945,65
0.5,0.6260869565217392,0.0,0.0,0.006535947712418302,0.0,0.0,119
0.25,0.034782608695652174,0.0,0.0,0.08278867102396514,0.006211180124223604,0.12876712328767123,60
0.25,0.5565217391304348,0.0,0.0,0.02178649237472767,0.009316770186335404,0.7534246575342466,129
0.25,0.6608695652173913,0.0,0.0,0.02178649237472767,0.012422360248447204,0.9780821917808219,50
0.0,0.08695652173913043,0.5,0.0,0.04357298474945534,0.0031055900621118036,0.0,68
0.0,0.16521739130434782,1.0,0.0,0.034858387799564274,0.09006211180124223,1.0,36
0.0,0.20869565217391306,0.0,0.14285714285714285,0.03921568627450981,0.02484472049689441,0.21643835616438356,35
0.5,0.3130434782608696,1.0,0.0,0.04357298474945534,0.012422360248447204,0.9534246575342465,60
0.0,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.4904109589041096,119
0.25,0.391304347826087,0.0,0.0,0.006535947712418302,0.0,0.23287671232876714,65
0.5,0.1826086956521739,0.0,0.0,0.0,0.009316770186335404,0.8712328767123287,100
0.5,0.808695652173913,0.5,0.0,0.019607843137254905,0.015527950310559004,0.9260273972602739,240
0.25,0.5565217391304348,0.0,0.0,0.03921568627450981,0.009316770186335404,0.8136986301369863,89
0.5,0.6,0.5,0.07142857142857142,0.004357298474945534,1.0,0.9068493150684932,214
0.0,0.24347826086956523,0.0,0.2857142857142857,0.004357298474945534,0.012422360248447204,0.24383561643835616,80
0.5,0.14782608695652175,0.0,0.07142857142857142,0.06971677559912855,0.0,0.1726027397260274,70
0.5,0.1826086956521739,0.5,0.07142857142857142,0.0,0.018633540372670804,0.5643835616438356,276
0.5,0.1826086956521739,0.5,0.0,0.0,0.037267080745341616,0.5698630136986301,107
0.5,0.6,0.5,0.07142857142857142,0.032679738562091505,1.0,0.7123287671232876,252
1.0,0.8608695652173913,0.0,0.0,0.02396514161220044,0.0,1.0,50
0.0,0.12173913043478261,0.0,0.0,0.008714596949891068,0.06521739130434782,1.0,55
0.5,0.1565217391304348,0.5,0.07142857142857142,0.008714596949891068,0.0,0.10684931506849316,595
0.5,0.1826086956521739,0.5,0.07142857142857142,0.0,0.018633540372670804,0.5452054794520548,718
0.0,0.16521739130434782,0.0,0.07142857142857142,0.01525054466230937,0.006211180124223604,0.7452054794520548,65
0.0,0.4434782608695652,0.0,0.0,0.04139433551198257,0.0031055900621118036,0.9863013698630138,49
0.0,0.4434782608695652,0.0,0.0,0.01525054466230937,0.02173913043478261,0.0,35
0.0,0.026086956521739132,1.0,0.07142857142857142,0.013071895424836603,0.0,0.08493150684931507,32
0.5,0.1826086956521739,0.0,0.0,0.006535947712418302,0.027950310559006212,1.0,450
0.25,0.45217391304347826,0.5,0.0,0.0,0.015527950310559004,0.9342465753424658,499
0.0,0.5739130434782609,0.0,0.0,0.1917211328976035,0.006211180124223604,0.6794520547945205,42
0.0,0.5304347826086957,1.0,0.2857142857142857,0.010893246187363835,0.02173913043478261,0.0,20
0.5,0.6,0.0,0.0,0.09150326797385622,0.0031055900621118036,0.7945205479452054,225
0.0,0.26956521739130435,0.0,0.0,0.034858387799564274,0.006211180124223604,0.4931506849315069,65
0.5,0.30434782608695654,0.0,0.0,0.4575163398692811,0.02173913043478261,0.8794520547945206,85
0.25,0.34782608695652173,0.0,0.0,0.5555555555555556,0.0,0.4794520547945206,45
1.0,0.8956521739130435,1.0,0.0,0.03703703703703704,0.006211180124223604,0.873972602739726,28
0.5,0.6,0.5,0.07142857142857142,0.02178649237472767,1.0,0.9698630136986301,221
0.5,0.052173913043478265,0.0,0.07142857142857142,0.008714596949891068,0.018633540372670804,0.4931506849315069,69
0.25,0.48695652173913045,0.0,0.0,0.10457516339869283,0.012422360248447204,0.9616438356164384,59
1.0,0.8956521739130435,1.0,0.0,0.03921568627450981,0.006211180124223604,0.1643835616438356,28
0.5,0.1826086956521739,1.0,0.14285714285714285,0.002178649237472767,0.0031055900621118036,0.9671232876712329,65
0.5,0.1826086956521739,0.0,0.07142857142857142,0.010893246187363835,0.02173913043478261,1.0,749
0.25,0.2782608695652174,0.0,0.0,0.006535947712418302,0.015527950310559004,0.30684931506849317,85
